locus_id,A2058,A2780,A375,CAOV3,HCT116,HT144,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,OV90,OVCAR3,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,VCAP
LILRA6,1.0,0.0,0.4459,0.5,1.0,0.1471,0.9512,1.0,0.6364,0.5,0.6234,1.0,1.0,0.8328,1.0,0.0,0.5949,1.0,0.6095,0.7024,0.0,1.0,0.1667,0.0
LILRB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LIMD1,0.13824,0.0,0.05762,0.02258,0.00865,0.08995,0.00525,0.01927,0.00523,0.0,0.0,0.00329,0.11314,0.04881,0.00457,0.0142,0.04741,0.03888,0.0,0.00721,0.03436,0.02263,0.02149,0.03543
LLGL1,0.00249,0.0,0.0,0.0,0.0,0.0,0.00325,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02694,0.00488,0.0,0.01425,0.0
LLGL2,0.15117,0.0,0.01806,0.00032,0.00215,0.58355,0.00071,0.00279,0.00472,0.01859,0.01,0.00125,0.01215,0.00256,0.01617,0.08412,0.02991,0.4829,0.0,0.00549,0.00705,0.00529,0.21607,0.01061
LPAR1,0.89424,1.0,0.96899,0.90477,0.42684,0.94827,0.13139,0.69961,0.49215,0.04545,0.14894,0.02525,0.07953,1.0,0.95833,1.0,0.9,0.29059,0.66667,0.39816,0.46875,0.80303,1.0,1.0
LPAR2,0.37045,0.97278,0.70193,0.00538,0.0039,0.78633,0.04155,0.07584,0.08491,0.02215,0.0,0.04938,0.09265,0.02422,0.57062,0.0768,0.03457,0.54183,0.00419,0.01542,0.0102,0.06243,0.53074,0.03349
LPAR3,0.0042,0.0,0.0,0.01131,0.0,0.0,0.16129,0.03185,0.02488,0.01795,0.88889,0.00243,0.04234,0.00699,0.54423,0.0,0.0,0.00407,0.02974,0.33095,0.81669,0.49438,0.59784,0.0
LPAR5,0.33253,0.84756,0.25424,0.10423,0.03331,0.4821,0.13583,0.47618,0.2222,0.07237,0.0,0.89285,0.43454,0.625,0.4784,0.15496,0.0,0.33415,0.06137,0.06287,0.0,0.25,0.50001,0.4071
LPIN1,0.8571,0.7179,0.4386,0.42772,1.0,0.8571,1.0,1.0,1.0,1.0,0.52,1.0,0.51456,0.81781,0.85,0.4444,1.0,0.56476,0.35752,1.0,1.0,0.44275,0.54193,1.0
LPIN2,0.01572,0.0,0.03455,0.00492,0.00928,0.0,0.00464,0.0,0.02284,0.03184,0.01929,0.00847,0.03277,0.0,0.02872,0.0,0.01119,0.0,0.00604,0.00135,0.00462,0.0,0.0,0.01566
LRP2,0.35373,0.0,0.3986,0.02474,0.78858,0.3055,0.56145,0.15753,0.19348,0.0,0.39919,0.08329,0.20697,0.38766,0.54247,0.00204,0.23083,0.40935,0.08155,0.31336,0.80788,0.01086,0.4367,0.05257
LRP5,0.13519,0.09938,0.37714,0.33742,0.22109,0.6375,0.33405,0.47664,0.21463,0.1935,0.37647,0.17178,0.3241,0.25915,0.39683,0.18239,0.15161,0.28974,0.37531,0.1502,0.12998,0.3234,0.26109,0.19318
LRP6,0.00721,0.00184,0.00045,0.00036,0.00095,0.0032,0.01395,0.00222,0.00304,0.0,0.0,0.00311,0.03468,0.00142,0.00109,0.00116,0.01998,0.00545,0.01212,0.02449,0.00064,0.0,0.00146,0.00178
LSP1,0.55507,0.9722,1.0,0.94827,0.88202,0.85712,0.68525,1.0,0.77474,1.0,0.82843,0.84821,0.52055,0.94935,0.8735,0.51562,0.97726,0.50354,0.75159,0.8986,0.9471,0.81578,0.95455,0.89131
LTA,0.68146,0.82638,1.0,1.0,1.0,0.8571,0.8889,1.0,1.0,0.92275,0.65841,0.92526,0.35797,1.0,1.0,0.55239,1.0,0.4444,0.5,1.0,1.0,0.82653,0.84614,1.0
LTB4R2,0.88889,0.0294,0.91665,0.89609,0.87095,0.87501,0.96875,0.6,0.8294,1.0,0.7742,0.8238,0.0,0.77419,0.60464,0.73006,0.55263,0.90476,0.83108,1.0,0.97729,0.80002,0.94737,0.92265
LTBP1,0.00736,0.00607,0.00901,0.00071,0.01265,0.00177,0.01342,0.01027,0.01352,0.0,0.0,0.00761,0.0,0.00586,0.14962,0.0008,0.00394,0.0,0.0,0.07809,0.00729,0.00513,0.00824,0.01464
LTBR,0.9318,0.99452,0.98214,0.02494,0.5,0.9072,0.83362,0.15098,0.875,0.87498,0.0,0.95382,0.62068,0.13158,0.42069,0.95,0.7273,0.9277,0.8,0.46727,0.10575,0.27273,0.6667,0.9519
LYN,0.00833,0.0,0.38345,0.0,0.0,0.08749,0.02345,0.02138,0.0017,0.0,0.0,0.01377,0.03893,0.00077,0.02803,0.00451,0.00892,0.19591,0.0,0.05742,0.04901,0.0,0.32961,0.03365
MAGI1,0.01404,0.0,0.11834,0.00461,0.00159,0.33263,0.01254,0.00049,0.00575,0.00341,0.0,0.00435,0.3251,0.00873,0.36831,0.00213,0.06432,0.02688,0.00228,0.01409,0.00605,0.0111,0.05017,0.00941
MAGI2,0.00491,0.58869,0.0,0.24308,0.93252,0.00445,0.64061,0.18812,0.28093,0.11253,0.87458,0.1134,0.02026,0.91467,0.51811,0.01313,0.13821,0.0,0.07442,0.74694,0.6507,0.25708,0.00216,0.57427
MAGI3,0.00654,0.0,0.00049,0.0,0.0025,0.0,0.00159,0.0,0.00266,0.02309,0.0,0.00629,0.00969,0.00068,0.00081,0.00208,0.00113,0.00352,0.00344,0.00998,0.00595,0.0,0.0,0.00648
MALT1,0.03903,0.09363,0.0,0.02359,0.006,0.03598,0.0262,0.01181,0.00464,0.0,0.01367,0.01296,0.09532,0.02167,0.02084,0.00943,0.01758,0.05342,0.00499,0.00345,0.00718,0.01276,0.01829,0.03011
MAML1,0.0,0.0,0.0,0.0,0.0,0.01,0.00594,0.0,0.00653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00794,0.0,0.0,0.0,0.0,0.0,0.0078
MAML2,0.0857,0.0,0.02269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,0.0,0.0,0.00341,0.0,0.0,0.01311,0.0111,0.0,0.0,0.04742
MAP2K1,0.0,0.0,0.02363,0.0,0.0026,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00417
MAP2K2,0.13766,0.0,0.31642,0.11724,0.1125,0.13368,0.11915,0.13931,0.10313,0.07049,0.21839,0.0867,0.68019,0.14234,0.15988,0.08333,0.08718,0.12831,0.11955,0.12111,0.13219,0.12405,0.15129,0.13646
MAP2K3,0.16776,0.00114,0.25611,0.1501,0.01287,0.263,0.14947,0.2537,0.10121,0.08904,0.11363,0.0884,0.15291,0.08049,0.15815,0.2714,0.25185,0.23997,0.04496,0.04026,0.04012,0.02469,0.27879,0.00296
MAP2K4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00629,0.0,0.0,0.01116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00434,0.0,0.0
MAP2K5,0.00319,0.0,0.0,0.00077,0.00237,0.00305,0.00563,0.0,0.0,0.0,0.0,0.00309,0.01437,0.00166,0.0026,0.0,0.0,0.0,0.0,0.01283,0.00076,0.02448,0.00108,0.0
MAP2K6,0.0,0.0,0.0,0.0,0.64515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06383,0.0,0.0,0.0,0.0
MAP2K7,0.03716,0.09122,0.08536,0.08689,0.06228,0.21896,0.03343,0.205,0.10258,0.03636,0.05136,0.01814,0.15791,0.65613,0.5835,0.10949,0.55905,0.04887,0.00948,0.06596,0.09521,0.04724,0.11023,0.13453
MAP3K1,0.32774,0.3125,1.0,0.0357,0.0,0.0,0.0115,0.0053,0.08139,0.0,0.0,0.0,0.0,0.03849,0.26471,0.0,0.0,0.0,0.0,0.0,0.0,0.02223,0.0,0.0
MAP3K11,0.00816,0.0,0.0,0.0,0.0,0.0,0.0,0.00848,0.01666,0.0,0.0,0.00588,0.0,0.0,0.0,0.0,0.0,0.00315,0.01054,0.0035,0.0,0.0,0.02856,0.00652
MAP3K12,0.0,0.0,0.0,0.05558,0.02324,0.0588,0.03703,0.1667,0.00794,0.0,0.0,0.0,0.03845,0.03227,0.06251,0.0,0.0,0.0,0.0,0.04007,0.04764,0.0,0.0,0.10893
MAP3K13,0.00544,0.15444,0.0,0.00065,0.0,0.0,0.0015,0.00159,0.00104,0.0,0.0,0.00527,0.03365,0.00244,0.00076,0.0,0.0,0.0,0.00724,0.01069,0.0,0.00362,0.0,0.0189
MAP3K14,0.00377,0.02054,0.01726,0.0,0.00124,0.00194,0.00588,0.01251,0.00404,0.0,0.0,0.00345,0.00487,0.0,0.00981,0.00164,0.00786,0.0026,0.0,0.01346,0.00552,0.00417,0.0,0.00512
MAP3K3,0.01328,0.0,0.02273,0.00318,0.0,0.00463,0.02353,0.00329,0.01256,0.0,0.0,0.00081,0.03224,0.00073,0.00357,0.00384,0.00292,0.00645,0.00942,0.00683,0.00446,0.0087,0.0034,0.01045
MAP3K4,0.01105,0.0,0.0,0.0,0.012,0.0,0.0084,0.01573,0.0,0.0,0.0,0.00163,0.00181,0.01826,0.0127,0.00254,0.01523,0.0,0.0,0.0,0.00665,0.0,0.00995,0.00239
MAP3K5,0.01533,0.00983,0.03304,0.00343,0.00089,0.00755,0.00313,0.00383,0.00754,0.01914,0.01407,0.00159,0.01605,0.00185,0.01225,0.0028,0.00255,0.00367,0.00273,0.00894,0.00421,0.00657,0.00878,0.01179
MAP3K6,0.01587,0.04117,0.01223,0.02478,0.03817,0.01844,0.03052,0.0524,0.01298,0.0,0.02003,0.00345,0.08386,0.02014,0.01632,0.00488,0.01191,0.00918,0.02695,0.0376,0.05222,0.00445,0.02469,0.02041
MAP3K7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02108,0.0,0.0,0.0
MAP3K8,0.02034,0.0188,0.01978,0.00333,0.00177,0.01197,0.00961,0.01018,0.00647,0.0,0.00092,0.00134,0.07968,0.00106,0.00874,0.00574,0.00769,0.00225,0.00081,0.00755,0.0015,0.00143,0.03797,0.00355
MAP4K2,0.03065,0.05659,0.093,0.06547,0.22159,0.06393,0.19043,0.13262,0.13003,0.11723,0.19099,0.06181,0.12752,0.06657,0.11009,0.06957,0.15054,0.10184,0.28643,0.12037,0.01439,0.07547,0.13475,0.04286
MAP4K3,0.00679,0.0,0.01146,0.0,0.00224,0.00164,0.00264,0.0,0.0,0.0,0.0,0.00803,0.01923,0.0,0.0,0.0,0.0,0.00284,0.0,0.0,0.00732,0.0,0.00454,0.0
MAP4K4,0.13464,0.02534,0.24137,0.04091,0.16443,0.24223,0.17896,0.16868,0.12067,0.02036,0.22762,0.02247,0.09872,0.00574,0.21081,0.01274,0.10518,0.21744,0.0671,0.0208,0.11644,0.00872,0.14416,0.0092
MAPK1,0.01187,0.0,0.0,0.00155,0.0,0.00538,0.00778,0.0,0.0,0.02581,0.0,0.0,0.02527,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK11,0.01836,0.0,0.12243,0.01639,0.05565,0.01681,0.06708,0.00665,0.00593,0.03641,0.12236,0.01069,0.00676,0.01873,0.04073,0.01312,0.03789,0.0054,0.02174,0.00117,0.0,0.03114,0.04703,0.00458
MAPK12,0.2582,0.02075,0.27536,0.14013,0.10055,0.41358,0.4564,0.2353,0.10667,0.0,0.19872,0.14754,0.0,0.34899,0.05555,0.15026,0.45491,0.62755,0.08849,0.06631,0.28125,0.2564,0.15789,0.2085
MAPK13,0.93265,0.95331,0.78358,0.0,0.00779,0.79518,0.0178,0.25793,0.16054,0.00952,0.0,0.36816,0.13441,0.00623,0.13805,0.16899,0.10656,0.7986,0.06,0.01341,0.0125,0.0,0.85416,0.0
MAPK14,0.01175,0.0,0.0,0.01999,0.12668,0.0,0.11571,0.10476,0.29669,0.02469,0.0,0.17572,0.02493,0.01685,0.26563,0.01875,0.09164,0.0,0.0,0.14862,0.02153,0.14988,0.0,0.0
MAPK15,0.2204,0.37877,0.18992,0.17288,0.15472,0.24392,0.03756,0.07116,0.0291,0.0993,0.01527,0.14512,0.04799,0.06836,0.19011,0.09793,0.03313,0.13119,0.14174,0.15293,0.01395,0.1936,0.1181,0.22634
MAPK3,0.00742,0.0373,0.0,0.01602,0.01968,0.00206,0.00256,0.00265,0.00153,0.0,0.0,0.00884,0.02121,0.00494,0.01898,0.0,0.00878,0.00697,0.01995,0.00688,0.00492,0.0,0.0,0.0
MAPK4,0.02008,0.07586,0.14546,0.03763,0.44613,0.21547,0.31777,0.05607,0.04355,0.0761,0.20701,0.02848,0.05604,0.02841,0.37271,0.0401,0.01378,0.20122,0.00249,0.12696,0.9585,0.30111,0.14022,0.14005
MAPK6,0.0,0.0,0.08796,0.0,0.03543,0.02521,0.01606,0.00429,0.0,0.0,0.01417,0.00292,0.0,0.04023,0.09859,0.0,0.01502,0.00917,0.07074,0.05701,0.04309,0.01601,0.0,0.08646
MAPK7,0.00975,0.0,0.01032,0.00303,0.00576,0.0,0.00088,0.01105,0.0,0.00413,0.01348,0.0038,0.0,0.00206,0.00181,0.0,0.00331,0.01043,0.00155,0.0,0.01148,0.0,0.01748,0.0
MAPK8,0.15182,0.07042,0.0141,0.15496,0.16194,0.41026,0.10514,0.06441,0.17132,0.13379,0.10345,0.16691,0.18941,0.11516,0.19829,0.04938,0.0894,0.02459,0.03149,0.11103,0.0207,0.0,0.07438,0.14398
MAPK8IP1,0.0,0.0,0.0,0.0,0.02082,0.03125,0.0,0.0,0.0,0.0,0.0,0.0459,0.0,0.0,0.0215,0.0,0.03452,0.00675,0.0305,0.0095,0.0112,0.02677,0.0,0.00792
MAPK8IP2,0.00996,0.02535,0.06897,0.00685,0.25105,0.04178,0.13232,0.02276,0.12765,0.01829,0.12332,0.1131,0.01898,0.01991,0.16463,0.0761,0.01995,0.21471,0.0622,0.15161,0.01069,0.01852,0.00604,0.02101
MAPK8IP3,0.00383,0.01899,0.0217,0.00108,0.0,0.00197,0.00949,0.00089,0.00252,0.01918,0.0,0.00724,0.03471,0.0,0.00324,0.0,0.01199,0.00116,0.00287,0.00447,0.00695,0.00484,0.0,0.00585
MAPK9,0.00496,0.0,0.03294,0.00197,0.0,0.0074,0.00481,0.00356,0.00082,0.01977,0.00875,0.0015,0.01706,0.00411,0.00586,0.0,0.00347,0.00924,0.0,0.00703,0.00722,0.00216,0.01761,0.00816
MAPKAP1,0.00264,0.0,0.0,0.0,0.0,0.0,0.0069,0.01923,0.00286,0.0,0.0,0.0,0.0,0.0,0.00921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01866
MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPKAPK3,0.01813,0.00117,0.01543,0.01936,0.05,0.01748,0.02188,0.03121,0.02479,0.0,0.04392,0.03072,0.00267,0.01716,0.03089,0.00534,0.02285,0.00505,0.01751,0.014,0.06732,0.00533,0.03284,0.00415
MAPKAPK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.01064,0.0,0.0,0.0,0.0,0.0,0.00595,0.0,0.0,0.0
MAPT,0.0,0.0,0.0,0.0,0.31112,0.0,0.0,0.0,0.0,0.0,0.62857,0.0,0.0,0.0,0.7826,0.06667,0.0,0.02941,0.03397,0.25923,0.8,0.0,0.0,0.0
MATK,0.19279,0.39349,0.41361,0.56138,0.95399,0.3106,0.85741,0.86818,0.53228,0.36517,0.57158,0.25983,0.09552,0.36192,0.73307,0.03122,0.16081,0.5499,0.06744,0.78879,0.84531,0.75949,0.71189,0.65406
MAVS,0.00339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02703,0.0,0.01335,0.0,0.0,0.02019,0.00262,0.0025,0.0,0.0,0.00269,0.01157,0.02306,0.01053,0.0
MAX,0.00312,0.06695,0.074,0.00402,0.00312,0.0,0.00746,0.01577,0.01803,0.0724,0.03714,0.00437,0.04122,0.00568,0.06322,0.0,0.00583,0.0127,0.0,0.00268,0.00658,0.00602,0.0069,0.01561
MC2R,0.2,1.0,1.0,1.0,1.0,0.8333,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9167,0.0,0.0,0.75,0.2308,1.0,1.0,0.6667,1.0,1.0
MDM2,0.00198,0.0,0.05908,0.0,0.00139,0.00429,0.00583,0.00107,0.00507,0.00094,0.0,0.01571,0.05583,0.0,0.00227,0.01555,0.00526,0.02273,0.0106,0.01368,0.02894,0.00769,0.05036,0.00627
MDM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.0,0.00745,0.0,0.0196,0.0,0.05265,0.0,0.0,0.0182,0.06785,0.0,0.01785,0.14999,0.0
ME1,0.64737,0.51879,0.81025,0.62344,0.137,0.66458,0.10715,0.38277,0.02482,0.00521,0.0,0.74408,0.01113,0.69801,0.57675,0.47045,0.75142,0.7722,0.01508,0.63677,0.07727,0.78765,0.5602,0.78193
MECOM,0.11362,0.01516,0.54545,0.26967,0.90477,0.89583,0.95556,0.19047,0.38638,0.58826,0.01984,0.63635,1.0,0.36586,0.82695,0.25,0.80597,0.05406,0.00167,1.0,0.95651,0.93858,0.90843,0.88373
MED1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01562,0.0,0.0,0.01136
MED12L,0.02326,0.0,0.0,0.00172,0.12382,0.07735,0.71218,0.01409,0.0029,0.00838,0.08878,0.00839,0.0285,0.00115,0.34177,0.03371,0.02662,0.09821,0.01515,0.03588,0.92122,0.01449,0.06786,0.00211
MED13,0.00918,0.01239,0.00975,0.00071,0.00364,0.00076,0.00311,0.0,0.0015,0.00257,0.0,0.00332,0.01913,0.0,0.00232,0.0,0.00206,0.00228,0.00071,0.00161,0.00366,0.00106,0.0,0.00056
MED13L,0.00613,0.0,0.00226,0.0,0.00248,0.00141,0.00614,0.00529,0.0004,0.03226,0.0,0.00893,0.00952,0.0,0.00259,0.00484,0.0012,0.00347,0.00522,0.0,0.00375,0.0011,0.0,0.00152
MED16,0.04818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED24,0.0,0.1358,0.0,0.0,0.0244,0.0,0.0052,0.0,0.00943,0.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.04167,0.0071,0.0,0.0,0.02453
MED30,0.03133,0.0,0.05467,0.00499,0.18721,0.10804,0.015,0.03166,0.02881,0.00164,0.0,0.02197,0.0,0.00724,0.08161,0.04551,0.00326,0.08793,0.04456,0.02129,0.00799,0.00857,0.04911,0.0031
MED4,0.01092,0.0,0.0,0.0,0.0,0.0,0.00488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00587,0.0,0.01605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEF2A,0.0344,0.14114,0.0,0.00274,0.00406,0.02532,0.00251,0.00337,0.00905,0.02016,0.00952,0.03435,0.01904,0.0,0.01266,0.01515,0.00636,0.00379,0.02326,0.0,0.00617,0.01489,0.0219,0.00141
MEF2B,0.69969,0.0,0.26142,0.05423,0.92785,0.40607,0.22779,0.10914,0.02273,0.87126,0.0,0.76312,0.13636,0.09266,0.17409,0.13064,0.16521,0.75597,0.23545,0.11459,0.17341,0.03173,0.02768,0.06295
MEF2C,0.61841,0.04129,0.71524,0.02349,0.97762,0.33547,0.89797,0.09403,0.49158,0.0,0.18979,0.03539,0.71889,0.07561,0.70287,0.01077,0.34872,0.96575,0.0139,0.68212,0.95816,0.7282,0.77321,0.15794
MEF2D,0.00656,0.0,0.0161,0.0,0.00303,0.0,0.0095,0.01142,0.0,0.01148,0.0,0.00241,0.05185,0.0,0.0011,0.00188,0.01041,0.0,0.00073,0.00587,0.00371,0.0,0.0,0.00458
MEGF8,0.11178,0.62237,0.11882,0.05347,0.56006,0.23609,0.31308,0.1201,0.03534,0.03704,0.06089,0.21116,0.0652,0.0058,0.5654,0.02785,0.10498,0.03655,0.01697,0.06122,0.7331,0.0661,0.19091,0.0239
MET,0.00846,0.0452,0.0,0.01746,0.00148,0.00375,0.01409,0.02789,0.01108,0.02856,0.0,0.00563,0.03794,0.0,0.01775,0.0,0.0,0.0,0.01171,0.00996,0.0,0.09859,0.01015,0.03294
MFN1,0.21429,0.15254,0.0,0.00169,0.35897,0.10605,0.14773,0.0,0.01539,0.05634,0.08322,0.02156,0.42587,0.03225,0.76182,0.0,0.099,0.14635,0.0063,0.0,0.0,0.00188,0.40351,0.08408
MFN2,0.02767,0.18024,0.2592,0.0099,0.27225,0.09199,0.07424,0.17172,0.06573,0.0,0.0,0.31232,0.25294,0.08109,0.19683,0.02905,0.04008,0.22223,0.00673,0.03598,0.01153,0.13207,0.00791,0.18422
MFNG,0.03586,0.1228,0.48808,0.03928,0.01833,0.15734,0.10787,0.10202,0.03491,0.73175,0.0,0.14084,0.0,0.02405,0.07519,0.01218,0.72321,0.01889,0.0793,0.03778,0.01424,0.06852,0.39138,0.11762
MGRN1,0.03204,0.13982,0.04955,0.07719,0.05359,0.04437,0.07937,0.06122,0.08846,0.13432,0.04557,0.07666,0.05663,0.07335,0.03237,0.01945,0.05261,0.06844,0.03173,0.07975,0.08155,0.04821,0.03239,0.07419
MKNK1,0.0,0.0,0.1786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555,0.0
MKNK2,0.00452,0.10326,0.0,0.05355,0.0,0.0,0.05355,0.0,0.0017,0.0,0.0,0.0038,0.0,0.0,0.04068,0.0,0.02158,0.04911,0.0,0.07233,0.00506,0.0,0.00714,0.03785
MLST8,0.36367,0.28947,0.4116,0.0,0.1515,0.45709,0.28458,1.0,0.17459,0.29869,0.381,0.0333,0.79169,1.0,0.40424,0.01421,0.37037,0.29627,0.7013,0.06905,0.4983,0.0,0.20835,0.79032
MLYCD,0.01776,0.04898,0.0,0.01613,0.01577,0.09711,0.01258,0.05108,0.04152,0.0,0.0,0.00861,0.06711,0.0,0.0171,0.00539,0.02748,0.04635,0.01453,0.0,0.00649,0.01283,0.08994,0.0
MMP2,0.41142,1.0,0.3481,0.18517,1.0,0.71739,1.0,0.3333,0.62475,0.35818,0.87654,0.76074,0.11569,1.0,1.0,0.02828,1.0,0.8445,0.7857,1.0,1.0,1.0,1.0,1.0
MOB1A,0.05978,0.14085,0.24896,0.11458,0.3039,0.0597,0.10034,0.0543,0.09205,0.0,0.28169,0.1942,0.16273,0.06788,0.49699,0.0283,0.06678,0.23822,0.01403,0.09455,0.12057,0.03858,0.12817,0.02628
MOB1B,0.00631,0.0,0.03721,0.0,0.01001,0.00224,0.00601,0.0,0.0,0.0,0.0,0.0,0.00948,0.01015,0.20169,0.00695,0.00278,0.00608,0.0,0.01211,0.00862,0.0,0.0,0.00762
MRAS,0.00799,0.0,0.07285,0.01343,0.00386,0.00841,0.00551,0.00617,0.01781,0.0,0.03392,0.00595,0.06285,0.01824,0.02207,0.00191,0.04208,0.02454,0.00244,0.03101,0.03925,0.00365,0.01481,0.04185
MST1,0.0,0.00822,0.0,0.0,0.0,0.0,0.0,0.0,0.02564,0.0,0.0,0.01032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MST1R,0.66095,1.0,0.8818,0.0024,0.01198,0.85507,0.00901,0.23178,0.04145,0.0,0.00292,0.5739,0.04166,0.16375,0.40974,0.12229,0.01333,0.52292,0.01567,0.00271,0.01727,0.01281,0.73963,0.12306
MTOR,0.2033,0.09906,0.08348,0.2515,0.19098,0.07693,0.14208,0.02381,0.04404,0.00362,0.09901,0.06771,0.1103,0.02653,0.21184,0.01234,0.0165,0.0757,0.06153,0.06926,0.0,0.0,0.22572,0.17296
MUC5B,0.85355,0.81301,0.90425,0.51611,0.75462,0.95292,0.44247,1.0,0.71006,0.97221,0.7561,0.85061,0.10833,0.30676,0.611,0.14685,0.77194,0.51164,0.40367,0.77242,0.90231,0.82609,0.75674,0.82051
MYB,0.00607,0.0,0.02011,0.0,0.0,0.0,0.0,0.0,0.00227,0.0,0.0,0.01299,0.00866,0.00911,0.0,0.0013,0.0,0.0,0.0,0.00206,0.00522,0.0,0.0,0.01852
MYC,0.03828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087,0.01648,0.02003,0.01406,0.0,0.0,0.01772,0.0,0.0,0.0,0.0,0.00413,0.0,0.0,0.01281,0.04037
MYD88,0.09784,0.0101,0.06739,0.04296,0.10548,0.10814,0.10591,0.10765,0.09293,0.10073,0.07,0.07835,0.28068,0.12155,0.15242,0.03594,0.03132,0.09302,0.05086,0.03216,0.00704,0.01034,0.19955,0.08099
MYL2,0.0,1.0,1.0,0.0,1.0,0.7857,1.0,0.0,0.9,0.0,0.0,0.0,0.0,0.875,1.0,0.0,0.0,0.0,0.39533,1.0,1.0,0.0,0.0,0.93023
MYL6,0.03066,0.0923,0.0,0.0,0.01695,0.05085,0.0,0.0,0.0,0.0,0.0,0.00855,0.01538,0.01205,0.01502,0.0,0.02041,0.0,0.0,0.0,0.0,0.01389,0.27999,0.0
MYL6B,0.16456,0.20661,0.2,0.32395,0.22094,0.11765,0.2381,0.0,0.228,0.01282,0.3913,0.26966,0.0,0.48077,0.15854,0.39062,0.22222,0.25,0.19792,0.19058,0.17285,0.11905,0.01819,0.17311
MYL9,0.51859,0.00167,0.55489,0.31818,0.32695,0.54561,0.30312,0.20182,0.3435,0.13609,0.28182,0.55797,0.36831,0.33734,0.69739,0.68866,0.48586,0.8039,0.17138,0.39125,0.31304,0.21243,0.8827,0.39732
MYLK,0.0,0.0,0.0,0.01122,0.00397,0.0,0.14568,0.03205,0.0,0.0,0.0,0.00636,0.0,0.00164,0.15061,0.0,0.0102,0.03939,0.0,0.01695,0.0042,0.0,0.0,0.0
MYLK3,0.1818,0.0,0.2903,0.875,0.7941,0.4545,0.6,0.0,0.0,0.9,0.0,0.88,0.0,1.0,0.43334,0.0,0.9,0.0,0.2,0.77357,0.6087,0.0,0.53573,0.68181
NBL1,0.48095,0.62987,0.5,0.70785,0.24836,0.91425,0.04646,0.6667,0.72344,0.16792,0.90769,0.77395,0.75942,0.87181,0.9004,0.5001,0.39502,0.7346,0.25894,0.17388,0.2152,0.3182,0.9091,0.86277
NCK1,0.00663,0.0,0.0,0.0,0.07371,0.00297,0.0,0.00175,0.00336,0.0,0.0,0.00595,0.06977,0.01029,0.03823,0.0,0.00438,0.00223,0.0,0.0,0.0,0.0,0.00521,0.00878
NCK2,0.96068,1.0,0.86907,0.89304,0.95776,0.93207,0.94356,0.99076,0.89453,0.84014,0.96394,0.95683,0.9077,0.95791,0.94083,0.83608,0.9205,0.96325,0.98386,0.97914,0.98992,0.99,0.90511,0.96648
