locus_id,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
JUN,0.00431,0.0122,0.00219,0.0,0.05173,0.0,0.0,0.00062,0.00399,0.0,0.0,0.02412,0.0,0.0,0.0,0.00413,0.0,0.01456,0.00508,0.00065,0.00188,0.00466,0.0,0.0036,0.00242,0.00876,0.00668,0.0,0.00678,0.0,0.00548,0.00443,0.00258,0.00195,0.0,0.00689,0.0,0.0,0.0085,0.00021,0.00517,0.0
JUND,0.02161,0.04909,0.00803,0.02201,0.0,0.05269,0.0,0.01693,0.00108,0.0,0.00041,0.02174,0.00461,0.0,0.00066,0.05557,0.02057,0.04714,0.03292,0.00179,0.00377,0.00337,0.01897,0.03058,0.0,0.09884,0.00237,0.01441,0.00886,0.0,0.0,0.00441,0.00381,0.02727,0.01584,0.02972,0.02439,0.0,0.01504,0.0,0.01629,0.0
KAT2A,0.43824,0.4092,0.37192,0.15983,0.4297,0.67685,0.0,0.69927,0.50039,0.0,0.20882,0.29781,0.30314,0.42857,0.0676,0.44403,0.39045,0.66811,0.38534,0.22918,0.19098,0.29404,0.42282,0.3389,0.67282,0.21277,0.22175,0.24514,0.28381,0.40095,0.23449,0.21658,0.27044,0.23372,0.37864,0.45043,0.47567,0.09887,0.39317,0.22711,0.10381,0.0
KCNJ12,0.87568,0.50131,0.32072,0.21288,0.37756,0.90202,0.0,0.18974,0.94086,0.0,0.97926,0.40969,0.36182,1.0,1.0,0.85536,0.98871,0.92566,0.78879,0.25566,0.18399,0.12466,0.10955,0.29778,0.25723,0.05649,0.16563,0.18386,0.12864,0.87742,0.43283,0.76092,0.46866,0.12392,0.31649,0.87551,0.67869,0.94762,0.37824,0.55165,0.92174,0.0
KCNJ18,0.96875,0.81395,0.98947,0.65,0.7222,0.99325,0.0,0.9655,0.90788,0.0,1.0,0.90832,0.70842,0.0,1.0,0.96262,0.86022,0.9333,0.8125,0.93753,0.9625,0.75,0.9362,0.86458,0.9061,0.82198,0.8485,0.75695,0.8,0.80835,0.51712,0.68571,0.642,0.9875,0.73488,0.6518,0.94253,1.0,0.8613,0.58872,1.0,0.0
KCNJ2,0.19695,0.01682,0.0,0.02103,0.00751,0.20969,0.0,0.618,0.09035,0.0,0.39886,0.14887,0.00328,0.0,0.0,0.85386,0.57803,0.43943,0.15468,0.01886,0.01531,0.01281,0.00349,0.004,0.00771,0.00668,0.01671,0.00259,0.00725,0.00515,0.00319,0.11156,0.01223,0.08235,0.02548,0.89609,0.01038,0.53722,0.0016,0.0,0.01703,0.0
KCNJ3,0.09467,0.08542,0.015,0.12032,0.00837,0.7229,0.0,0.85916,0.5018,0.0,0.26815,0.09958,0.23439,0.0,0.00172,0.37251,0.0,0.46911,0.2858,0.02184,0.16269,0.0,0.03398,0.26073,0.24666,0.12035,0.05558,0.0,0.0,0.07797,0.0732,0.24139,0.01472,0.01233,0.04607,0.86977,0.32038,0.01887,0.13051,0.01126,0.18086,0.0
KCNJ4,0.9118,0.8636,0.8621,0.8696,1.0,0.75,0.0,0.9123,0.8039,0.0,1.0,0.5152,0.8864,0.0,1.0,0.5349,0.75,0.8519,0.7692,0.8846,0.6452,0.6727,1.0,0.8462,0.8077,0.383,0.6596,1.0,0.6486,1.0,0.1681,0.6667,0.5246,0.8636,1.0,0.925,0.9524,1.0,0.9804,0.6452,0.7692,0.0
KCNJ5,0.76112,0.09154,0.07254,0.03929,0.13144,0.07408,0.0,0.01154,0.00299,0.0,0.06181,0.05646,0.07859,0.00445,0.10341,0.13906,0.35294,0.12684,0.02718,0.07035,0.01222,0.02377,0.01137,0.04954,0.04481,0.02487,0.11617,0.02644,0.03214,0.0,0.09768,0.5535,0.03934,0.0294,0.02712,0.82448,0.0418,0.03493,0.02921,0.03529,0.23458,0.0
KCNJ6,0.4898,0.04258,0.04025,0.18717,0.02551,0.07918,0.0,0.84017,0.86739,0.0,0.46204,0.41859,0.01886,0.0,1.0,0.60967,0.32413,0.5518,0.37387,0.03261,0.03848,0.03091,0.02054,0.15099,0.94323,0.1196,0.1118,0.10867,0.03649,0.05706,0.05162,0.28262,0.0,0.13233,0.0374,0.82362,0.29733,0.13329,0.02074,0.00077,0.05286,0.0
KCNMA1,0.07419,0.01476,0.00995,0.01908,0.09524,0.0155,0.0,0.88653,0.76892,0.0,0.58386,0.02315,0.06787,0.25023,1.0,0.05285,0.09004,0.90932,0.12523,0.13561,0.05019,0.0,0.04041,0.08352,0.05285,0.04841,0.02597,0.00702,0.00737,0.02322,0.10277,0.07353,0.01954,0.07079,0.02003,0.91295,0.21226,0.0455,0.04317,0.0028,0.1749,0.0
KCNMB3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.95835,1.0,0.0,1.0,0.7692,0.8,0.0,0.0,0.85715,1.0,1.0,0.8333,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.1786,0.0,1.0,0.92855,0.8889,0.0,0.0,0.8333,1.0,1.0,0.94445,0.8182,0.0,0.0
KCNMB4,0.01769,0.02,0.00792,0.01636,0.04037,0.0032,0.0,0.00039,0.01158,0.0,0.00129,0.04,0.00317,0.0,0.0,0.00652,0.00885,0.0,0.0028,0.00839,0.00419,0.01702,0.00427,0.00674,0.0,0.00147,0.00107,0.00268,0.0,0.00081,0.00911,0.0,0.0,0.00227,0.0,0.81047,0.00195,0.0007,0.00449,0.00384,0.01986,0.0
KDR,0.7381,0.0228,0.23071,0.12061,0.0,0.198,0.0,0.94418,0.80878,0.0,0.13105,0.17239,0.30439,0.0,0.79747,0.09173,0.24073,0.22844,0.03905,0.15342,0.19808,0.0,0.00751,0.01947,0.35585,0.14763,0.372,0.38204,0.00488,0.03846,0.0514,0.38371,0.02053,0.03793,0.0,0.8875,0.8554,0.07515,0.02227,0.0,0.0,0.0
KIDINS220,0.77191,0.63533,0.64622,0.57691,1.0,0.50228,0.0,0.75001,0.8269,0.0,0.66667,0.29267,0.69355,0.0,1.0,0.31373,0.44188,0.81967,0.0,0.40385,0.45,0.57149,0.22222,0.42856,0.55933,1.0,0.80001,0.0,0.30508,0.66667,0.11213,0.59648,0.43976,0.35294,0.27615,0.87719,0.71721,0.0,0.06976,0.66667,0.51515,0.0
KIF3A,0.01587,0.03061,0.0,0.0,0.0,0.08248,0.0,0.0,0.0215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01429,0.0,0.01818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00404,0.0,0.0,0.0,0.00496,0.0,0.0,0.1,0.0,0.0,0.0,0.0
KIF7,0.70861,0.18863,0.1383,0.02689,0.191,0.24034,0.0,0.90663,0.07813,0.0,0.05075,0.22222,0.54472,0.0,0.8,0.47344,0.61358,0.04187,0.28505,0.0708,0.20646,0.0,0.07272,0.16406,0.08117,0.06043,0.17127,0.17686,0.03097,0.20271,0.2516,0.13976,0.18951,0.17437,0.0727,0.68591,0.15925,0.05023,0.07267,0.22819,0.08163,0.0
KIT,0.88899,0.38753,0.43434,0.17452,0.17446,0.66926,0.0,0.92731,0.71373,0.0,0.43706,0.94644,0.44284,0.9979,0.8593,0.85852,0.89383,0.87948,0.93309,0.39424,0.57978,0.09154,0.19648,0.0981,0.96991,0.6562,0.13839,0.48629,0.10955,0.29492,0.63016,0.8607,0.73966,0.47026,0.70847,0.8069,0.53837,0.86062,0.68479,0.87879,0.83168,0.0
KITLG,0.06131,0.02778,0.00727,0.02107,0.0,0.00306,0.0,0.00278,0.01128,0.0,0.0,0.05553,0.00321,0.0049,0.00046,0.0488,0.0,0.05702,0.00907,0.01814,0.01753,0.0,0.0,0.01115,0.0,0.01474,0.0588,0.0081,0.01486,0.0,0.04649,0.14126,0.03586,0.04662,0.0899,0.89253,0.00397,0.03634,0.00217,0.23663,0.18463,0.0
KLF2,0.02451,0.0119,0.0,0.02198,0.05263,0.01572,0.0,0.00685,0.00315,0.0,0.0,0.0355,0.0,0.0,0.0,0.00495,0.0,0.0,0.00489,0.00383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01439,0.0,0.0,0.0,0.00599,0.00424,0.02311,0.0,0.0
KLF4,0.04417,0.02461,0.00514,0.00073,0.00504,0.00181,0.0,0.1019,0.01113,0.0,0.00055,0.01631,0.0802,0.0,0.05556,0.01058,0.03321,0.0,0.07672,0.00677,0.00716,0.03292,0.02055,0.01938,0.0388,0.01476,0.20923,0.0,0.01255,0.00323,0.02879,0.33076,0.07466,0.0598,0.00032,0.96079,0.00057,0.00444,0.00821,0.06167,0.11153,0.0
KRAS,0.01811,0.02165,0.00309,0.0086,0.0,0.12098,0.0,0.0,0.0,0.0,0.0,0.01518,0.00117,0.00015,0.0,0.00449,0.01336,0.0026,0.00389,0.00241,0.00383,0.00345,0.00382,0.00388,0.00748,0.0012,0.0,0.0,0.0,0.0,0.00414,0.00155,0.00068,0.00333,0.0,0.00986,0.00438,0.00172,0.0,0.0,0.0,0.0
KRIT1,0.0487,0.02111,0.00025,0.00828,0.0,0.00865,0.0,0.00114,0.00351,0.0,0.00107,0.0287,0.00639,0.00187,0.00193,0.00308,0.00686,0.01029,0.00491,0.00169,0.00625,0.0,0.00082,0.00175,0.00516,0.00224,0.00312,0.0,0.00712,0.0,0.0039,0.00254,0.0,0.00835,0.0,0.0297,0.01021,0.0,0.00116,0.00449,0.00565,0.0
KRT15,0.8182,0.9423,0.9615,0.0952,1.0,0.7778,0.0,0.8,0.6818,0.0,1.0,1.0,0.6889,0.0,0.0,1.0,0.0,0.8511,0.25,0.9333,0.8571,0.54,0.4737,0.8636,0.963,0.9286,0.4375,0.5,0.8621,0.6984,0.4955,1.0,0.2333,1.0,1.0,0.2609,0.931,0.0,0.5714,1.0,0.9091,0.0
KRT16,0.55221,0.34375,0.45946,0.0,0.16264,0.4545,0.0,0.1667,0.29325,0.0,0.0,0.02941,0.5714,0.0,0.0,0.05768,0.09433,0.2917,0.0,0.49998,0.10253,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05127,0.0,0.09999,0.0,0.8333,0.0,0.26003,0.0,0.0,0.1,0.0
KRT18,0.24999,0.34951,0.51433,0.37594,0.03845,0.22253,0.0,0.30263,0.0,0.0,0.30635,0.51203,0.12697,0.0,0.0,0.49424,0.11945,0.02854,0.19951,0.14285,0.01492,0.52669,0.31025,0.5652,0.32369,0.0,0.1279,0.17087,0.61894,0.6875,0.14982,0.35699,0.48858,0.37954,0.8947,0.75306,0.26101,0.05923,0.55883,0.84002,0.54841,0.0
KRT19,0.97778,0.62104,0.0,0.5,0.52174,0.19737,0.0,0.0,0.05063,0.0,0.11775,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.90741,0.0,1.0,0.0,0.0,0.98305,0.0,1.0,0.0,0.90475,1.0,0.84465,0.97142,0.0,0.0,0.97222,0.97872,0.0,0.0,0.90476,0.79,0.85,0.0
KRT24,0.8333,0.3415,1.0,0.6667,0.0,1.0,0.0,0.0,0.4167,0.0,0.0,0.0,0.5,0.0,0.0,0.3333,0.9091,0.0,0.75,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4884,0.0,0.0,0.0,1.0,0.0,0.6,0.4138,0.4,0.0,0.0,0.0,1.0,0.0,0.0
KRT32,1.0,0.375,1.0,0.9565,1.0,1.0,0.0,0.96,0.9091,0.0,0.7386,0.5217,0.9,0.0,1.0,0.2927,0.7143,0.0,0.9524,0.9412,0.1739,0.1781,0.0,0.0,0.0,0.0,0.0,0.8571,0.7073,0.0,0.04,0.0,0.0189,0.7059,0.0,0.1562,0.8974,0.7333,1.0,0.4557,0.3333,0.0
KRT9,0.86793,0.59213,0.9317,0.5,0.8889,0.78127,0.0,0.9136,0.70587,0.0,0.64583,0.58783,0.29117,0.0015,0.0,0.16807,0.02703,0.35183,0.37037,0.89443,0.34337,0.18873,0.60257,0.47153,0.87233,0.9354,0.17447,0.47407,0.24043,0.39247,0.0248,0.18083,0.0261,0.38233,0.01233,0.5525,0.793,0.61943,0.27673,0.33987,0.06413,0.0
KSR1,0.93408,0.9555,0.75467,0.83149,0.56716,0.84457,0.0,0.80551,0.93934,0.0,0.53633,0.92367,0.93781,0.0,1.0,0.86947,0.79369,0.69714,0.79452,0.92897,0.89342,0.95429,0.61987,0.62113,0.7214,0.66911,0.61888,0.92839,0.92509,0.94543,0.72445,0.82692,0.89506,0.62898,0.68949,0.0,0.96292,0.95453,0.55613,0.99176,0.93296,0.0
KSR2,0.09615,0.01396,0.0,0.00355,0.01724,0.00769,0.0,0.00245,0.00625,0.0,0.2965,0.03176,0.0,0.00157,0.00239,0.66082,0.01169,0.03037,0.01227,0.00332,0.01612,0.0515,0.0,0.0,0.00775,0.0,0.00804,0.05159,0.06895,0.0,0.00887,0.23814,0.0,0.00582,0.0,0.90333,0.001,0.00199,0.00222,0.00729,0.00242,0.0
LAMA1,0.18105,0.05747,0.01627,0.31137,0.0,0.0512,0.0,0.768,0.79112,0.0,0.69193,0.04566,0.0215,0.63025,0.79675,0.38136,0.33333,0.80002,0.36027,0.01878,0.02101,0.0,0.05502,0.02021,0.16557,0.15385,0.04278,0.03488,0.03312,0.03472,0.4569,0.40425,0.01052,0.00645,0.1174,0.84906,0.89032,0.2745,0.15104,0.10349,0.53836,0.0
LAMA2,0.875,0.27418,0.1526,0.27525,0.0,0.51755,0.0,0.95645,0.80974,0.0,0.0,0.09785,0.81113,0.0,1.0,0.9391,0.64522,0.95922,0.9487,0.04988,0.65043,0.04643,0.4155,0.16623,0.31427,0.94592,0.0052,0.29688,0.03875,0.36582,0.01882,0.34156,0.1704,0.49433,0.34313,0.91668,0.90298,0.481,0.33498,0.39813,0.26015,0.0
LAMA3,0.97368,1.0,0.97059,0.74333,1.0,0.6971,0.0,0.00139,0.01623,0.0,1.0,0.86111,0.36587,0.00246,0.00081,0.93687,0.52629,0.7353,0.11907,0.84216,0.75905,0.30355,0.02011,0.0,0.6294,0.03963,0.37233,0.75051,1.0,1.0,0.93335,0.65519,0.82195,0.00644,0.53273,0.9408,0.02499,0.81249,1.0,1.0,0.74196,0.0
LAMA4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.875,0.83333,0.0,0.98,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.86959,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6047,0.16667,1.0,0.0,0.0,0.0,0.0,0.0,0.8333,0.0,0.0,0.05265,0.0,0.0,0.0
LAMA5,0.29073,0.07552,0.02335,0.02449,0.33333,0.00656,0.0,0.41205,0.09156,0.0,0.0,0.15416,0.17082,0.0,0.0,0.12928,0.18503,0.02407,0.05333,0.0195,0.10295,0.36337,0.01495,0.44245,0.02268,0.00775,0.0,0.00153,0.03649,0.21818,0.27558,0.41302,0.21574,0.6459,0.0,0.5134,0.01654,0.0,0.52329,0.03872,0.39393,0.0
LAMB1,0.05555,0.0,0.00137,0.02617,0.0,0.22214,0.0,0.0,0.0,0.0,0.00103,0.07745,0.00239,0.0,0.0,0.00728,0.11765,0.90106,0.004,0.00383,0.02985,0.0,0.0,0.00411,0.0,0.01574,0.0263,0.0,0.0,0.0,0.00568,0.05357,0.0,0.0,0.0,0.55345,0.00631,0.08929,0.0,0.0,0.02051,0.0
LAMB2,0.05172,0.02873,0.0,0.01011,0.0,0.01642,0.0,0.0,0.0,0.0,0.00459,0.05925,0.0,0.0,0.0,0.0,0.0,0.01754,0.01493,0.0,0.0,0.0,0.0,0.0,0.00356,0.0,0.1383,0.0,0.0,0.0,0.0,0.0,0.01493,0.0769,0.0,0.97948,0.04729,0.0,0.0,0.0,0.0,0.0
LAMB3,0.9734,0.93812,0.97825,0.67738,0.93243,0.01235,0.0,0.1724,0.33002,0.0,0.04262,0.9423,0.91255,0.0,0.00262,0.6354,0.92451,0.01242,0.63048,1.0,0.9682,0.74648,0.7664,0.66902,0.08893,0.00728,0.84025,0.9936,0.84095,0.9773,0.9009,0.94977,0.95588,0.14853,0.83043,0.96858,0.31255,0.86938,0.93855,1.0,0.94931,0.0
LAMC1,0.01849,0.02198,0.0,0.00766,0.0,0.00056,0.0,0.00162,0.0,0.0,0.0,0.01735,0.00111,0.00227,0.00098,0.00209,0.00881,0.01238,0.00405,0.00219,0.00214,0.0016,0.00236,0.00031,0.01045,0.00166,0.0091,0.00198,0.00254,0.0,0.00061,0.00328,0.0044,0.00629,0.0,0.00659,0.002,0.17946,0.00465,0.0031,0.00112,0.0
LAMC2,0.83697,0.31023,0.21387,0.51647,0.4125,0.19504,0.0,0.12077,0.02467,0.0,0.27223,0.71621,0.1774,0.0,0.0,0.7159,0.55388,0.01013,0.61653,0.2874,0.63443,0.679,0.3104,0.15517,0.07553,0.07603,0.10253,0.6104,0.43261,0.72973,0.10397,0.5878,0.5077,0.11547,0.69143,0.84123,0.62277,0.6989,0.7849,0.80207,0.8283,0.0
LAMC3,0.37125,0.31066,0.34177,0.0672,0.79245,0.29234,0.0,0.27325,0.53572,0.0,0.06322,0.0,0.24195,0.00174,0.75,0.42274,0.32292,0.65295,0.35427,0.20625,0.23529,0.15758,0.20001,0.01942,0.53391,0.06249,0.06556,0.24643,0.31375,0.41702,0.21505,0.27869,0.23386,0.03571,0.17045,0.81969,0.95365,0.24794,0.28485,0.25275,0.32529,0.0
LAMTOR2,0.01535,0.00427,0.00262,0.00769,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.01108,0.0,0.00189,0.00089,0.00403,0.0,0.0,0.00587,0.00439,0.0,0.0,0.00055,0.0,0.0,0.0,0.00588,0.0,0.0,0.0,0.00186,0.0,0.01321,0.01284,0.0,0.01215,0.00198,0.01899,0.0044,0.0,0.03406,0.0
LAT,0.48518,0.86303,0.64,0.91954,0.50608,0.98935,0.0,0.94444,0.91399,0.0,0.47144,0.84091,0.84246,0.9971,1.0,0.93152,0.79042,1.0,0.90127,0.92922,0.91764,0.95568,0.9846,0.92683,0.98491,0.96907,0.86325,0.96908,0.73457,0.59802,0.88854,0.88462,0.74698,0.98572,0.80255,0.86868,0.00881,0.95877,0.95833,0.86254,0.85833,0.0
LATS1,0.27352,0.18486,0.16336,0.03298,0.36065,0.14545,0.0,0.45396,0.1639,0.0,0.14368,0.14862,0.144,0.0,0.46668,0.16581,0.05893,0.29237,0.12044,0.34639,0.13678,0.15341,0.0235,0.03357,0.08629,0.17013,0.42363,0.12018,0.19297,0.17255,0.02094,0.18999,0.13742,0.22794,0.13089,0.49387,0.08246,0.20595,0.18437,0.52083,0.2816,0.0
LATS2,0.0,0.00401,0.0,0.00391,0.0,0.0,0.0,0.00856,0.0,0.0,0.0,0.00483,0.0,0.0,0.0,0.0,0.0,0.0,0.00416,0.00621,0.00965,0.02524,0.00469,0.0,0.0093,0.0,0.0,0.0,0.00486,0.0,0.0,0.0199,0.0,0.00266,0.0,0.00286,0.0,0.0,0.01092,0.0,0.08572,0.0
LCK,1.0,1.0,0.9615,0.9604,1.0,0.95,0.0,0.9758,0.9245,0.0,1.0,0.8506,1.0,0.0,1.0,0.9885,0.9744,0.9878,0.9785,0.9902,0.8444,0.9471,0.9722,0.9767,1.0,1.0,0.9419,0.8188,1.0,1.0,0.9626,0.8261,0.8472,0.9672,1.0,1.0,0.9396,1.0,0.957,1.0,1.0,0.0
LCN2,0.144,0.15613,0.40277,0.41873,0.14423,0.4486,0.0,0.41177,0.0139,0.0,0.23457,0.2652,0.65373,0.00613,0.09667,0.2572,0.5194,0.1442,0.01803,0.85883,0.57563,0.33987,0.09367,0.00653,0.29496,0.0857,0.37663,0.65197,0.2116,0.3675,0.4227,0.29193,0.51303,0.1106,0.3741,0.85443,0.7264,0.01627,0.57097,0.57373,0.70589,0.0
LDHA,0.01604,0.0505,0.00877,0.00657,0.0,0.00244,0.0,0.01852,0.00093,0.0,0.0,0.09523,0.00129,0.0089,0.00204,0.02777,0.00258,0.0169,0.0,0.0,0.09617,0.00459,0.00173,0.00097,0.0,0.0034,0.01281,0.00046,0.01318,0.0,0.00192,0.01183,0.00411,0.00546,0.0,0.02275,0.00656,0.0,0.97436,0.0,0.0,0.0
LDHAL6A,0.88234,0.92767,0.98306,0.0,0.625,0.0,0.0,0.9661,0.71667,0.0,1.0,0.59723,1.0,0.0,0.0,0.97693,0.0,0.9608,0.95746,0.9487,0.96667,1.0,1.0,0.95652,0.91113,1.0,0.875,1.0,0.97777,0.0,0.8889,0.90477,0.71113,0.0,1.0,0.9804,0.96747,1.0,0.90667,0.0,0.82223,0.0
LDHB,0.0,0.0,0.0088,0.02083,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.20037,0.0,0.0303,0.0,0.0,0.0,0.0,0.00433,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.02963,0.0,0.0,0.0,0.0,0.0,0.0
LDHC,0.0,0.31633,0.0,0.0,0.18905,0.0,0.0,0.0,0.0,0.0,0.0,0.71188,0.0,0.0,0.0,0.16843,0.46155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95968,0.95,1.0,0.0,0.0,0.0,0.0,0.0
LEF1,0.13756,0.0198,0.02313,0.02786,0.00228,0.11372,0.0,0.95829,0.001,0.0,0.9375,0.02319,0.04466,0.0019,0.06667,0.10105,0.36222,0.22099,0.24796,0.13346,0.05178,0.00035,0.02023,0.01392,0.03271,0.02883,0.01981,0.11952,0.00531,0.01315,0.0009,0.0,0.01563,0.01283,0.0,0.97593,0.01578,0.00477,0.00358,0.0,0.0,0.0
LEP,0.90362,0.56521,0.87028,0.5757,0.53362,0.92781,0.0,0.95369,0.88207,0.0,0.72718,0.4423,0.87893,0.0,1.0,0.73574,0.93951,0.87154,0.84554,0.89889,0.87712,0.91343,0.85858,0.76608,0.97562,0.72015,0.28683,0.35377,0.64059,0.84321,0.7489,0.93095,0.58157,0.71223,0.55228,0.85052,0.92853,0.88812,0.56834,0.5688,0.90604,0.0
LEPR,0.82963,0.11241,0.0,0.11211,0.0,0.44445,0.0,0.87932,0.89189,0.0,0.18662,0.16251,0.34211,0.0,1.0,0.83906,0.88889,0.86047,0.7893,0.9771,0.04312,0.12128,0.0,0.01124,1.0,0.04,0.09038,0.0,0.0,0.60257,0.05274,0.0769,0.01963,0.13765,0.03401,0.9487,0.95557,1.0,0.47476,0.0123,0.01308,0.0
LFNG,0.86492,0.58968,0.95842,0.50939,0.87217,0.81365,0.0,0.85549,0.76316,0.0,0.60926,0.5502,0.7226,0.00161,0.24272,0.62617,0.66073,0.48756,0.78116,0.89857,0.5285,0.63331,0.91954,0.85295,0.8275,0.3777,0.24272,0.68737,0.63222,0.94609,0.14741,0.36916,0.50257,0.70873,0.74579,0.66631,0.12957,0.12093,0.57858,0.53989,0.73266,0.0
LGR4,0.01471,0.13467,0.0,0.0279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00531,0.0,0.0,0.00917,0.0,0.00588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09192,0.0,0.82109,0.00678,0.0,0.0,0.0,0.14394,0.0
LGR5,0.8515,0.09449,0.01241,0.0176,0.0,0.0,0.0,0.39834,0.00461,0.0,0.03338,0.0,0.02243,0.0,0.0,0.03486,0.00801,0.0,0.15764,0.0,0.00914,0.02349,0.0,0.0,0.14285,0.17884,0.00658,0.0,0.01705,0.33729,0.024,0.63334,0.0,0.00816,0.0,0.92541,0.0,0.0553,0.0,0.0,0.03636,0.0
LGR6,0.7333,0.5333,0.16095,0.05539,0.3333,0.14725,0.0,0.9091,0.24417,0.0,0.32,0.1429,0.09,0.0,0.25,0.35,1.0,0.2,0.3345,1.0,0.16882,0.16455,0.21373,0.1644,0.5,0.29527,0.12357,0.18021,0.04587,0.6849,0.0881,0.6,0.08089,0.24828,1.0,1.0,0.06009,0.20834,0.5,0.5333,0.3077,0.0
LHB,0.03658,0.43694,0.1695,0.06857,0.32936,0.03942,0.0,0.03811,0.02335,0.0,0.06916,0.1212,0.46228,0.08005,0.0,0.03229,0.10665,0.08782,0.16787,0.03922,0.39475,0.11665,0.05643,0.17387,0.0206,0.01185,0.30799,0.26491,0.42794,0.19849,0.60745,0.15778,0.26863,0.32312,0.12394,0.51438,0.05761,0.64326,0.00148,0.07003,0.1626,0.0
LHCGR,0.9677,0.0404,0.9429,0.0,0.0,0.9655,0.0,0.7209,0.6,0.0,0.0574,0.0435,0.0182,0.0,0.0,0.5385,0.9688,0.74,0.1096,0.0602,0.0,0.375,0.48685,0.1081,0.1887,0.3043,0.069,0.0339,0.2143,1.0,0.0,0.58826,0.0103,0.0,0.4375,0.9318,0.6,0.25,0.7857,0.0,0.2632,0.0
LIF,0.04507,0.71648,0.37835,0.53993,1.0,0.89737,0.0,0.60062,0.24532,0.0,0.77542,0.9067,0.30274,0.0,0.0,0.61024,0.67861,0.87732,0.73241,0.02703,0.89144,0.70916,0.51014,0.69942,0.76784,0.42555,0.06972,1.0,0.44412,0.97168,0.45607,0.8742,0.83411,0.673,0.49162,0.46894,0.45105,0.68419,0.69678,0.73308,0.69388,0.0
LIFR,0.04861,0.0468,0.0,0.01555,0.12223,0.01728,0.0,0.27551,0.94737,0.0,0.0,0.01628,0.01031,0.11176,0.0,0.01475,0.00985,0.01686,0.00442,0.00547,0.00766,0.0,0.01462,0.02084,0.02857,0.0,0.01811,0.05779,0.00149,0.02179,0.07538,0.06029,0.01853,0.03663,0.01189,0.9119,0.93695,0.0,0.00794,0.0,0.03801,0.0
LILRA4,0.79065,0.39825,0.89365,0.0985,0.61905,0.9271,0.0,0.93585,0.76315,0.0,0.025,0.0098,0.27915,0.0,0.98895,0.3144,0.5536,0.6038,0.01135,0.7851,0.0274,0.8955,0.1221,0.2134,0.92245,0.09605,0.4019,0.0,0.0,0.1507,0.54075,0.2346,0.05405,0.0458,0.0257,0.89575,0.7991,0.09135,0.0,0.0,0.85415,0.0
LILRA6,1.0,1.0,0.9722,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5294,0.9211,0.0,0.0,1.0,0.7273,0.7609,0.0,1.0,0.6364,0.0,0.8328,1.0,0.0,1.0,0.6,0.9697,1.0,1.0,0.5,1.0,1.0,0.5949,1.0,1.0,0.7024,1.0,1.0,0.0,0.1667,0.0
LILRB4,0.9,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
LIMD1,0.11962,0.01376,0.03216,0.00883,0.01982,0.01671,0.0,0.00865,0.02119,0.0,0.03751,0.03313,0.00039,0.00156,0.06897,0.00096,0.01685,0.03051,0.01433,0.00329,0.00523,0.0125,0.04881,0.03273,0.01225,0.00975,0.0011,0.09229,0.05261,0.00269,0.01909,0.02251,0.13227,0.04741,0.1041,0.013,0.00721,0.02263,0.03982,0.0,0.02149,0.0
