Drug	Target
Levonordefrin	ADRA2C
Methacholine	CHRM3
Methyltestosterone	AR
Methyltestosterone	ESR1
Naphazoline	ADRA1A
Naphazoline	ADRA2A
Nilvadipine	CACNA1C
Nilvadipine	CACNA2D1
Nilvadipine	CACNB2
Nilvadipine	CACNA1D
Nilvadipine	CACNA1S
Nilvadipine	CACNA2D3
Norelgestromin	PGR
Norelgestromin	ALB
Norelgestromin	AR
Propylhexedrine	SLC18A2
Propylhexedrine	TAAR1
Fospropofol	GABRB2
Fospropofol	GABRB3
Buserelin	LHCGR
Buserelin	GNRHR
Velaglucerase alfa	GBA
Lornoxicam	PTGS1
Lornoxicam	PTGS2
Bufuralol	ADRB1
Bufuralol	ADRB2
Bufuralol	ADRB3
Aniline	KLK1
Aniline	ALB
Gestodene	ADGRD1
beta-Naphthoflavone	ESR1
beta-Naphthoflavone	ESRRA
beta-Naphthoflavone	NR2F1
beta-Naphthoflavone	AHR
beta-Naphthoflavone	CYP1B1
Bafilomycin A1	ATP6V1A
Bafilomycin B1	ATP6V1A
Aceclofenac	PTGS2
Aceclofenac	PTGS1
Ketobemidone	OPRM1
Ketobemidone	OPRK1
Ketobemidone	OPRD1
Ketobemidone	GRIN1
Ketobemidone	GRIN2A
Ketobemidone	GRIN2B
Ketobemidone	GRIN2C
Ketobemidone	GRIN2D
Ketobemidone	GRIN3A
Ketobemidone	GRIN3B
Seratrodast	TBXA2R
Gavestinel	GRIN1
Gavestinel	GRIN2A
Gavestinel	GRIN2B
Gavestinel	GRIN2C
Gavestinel	GRIN2D
Gavestinel	GRIN3A
Gavestinel	GRIN3B
ginsenoside Rb1	SLCO1B3
Ginsenoside Rg1	SLCO1B3
Drotaverine	PDE4A
Drotaverine	CACNA1C
Chymopapain	PRG2
Danaparoid	SERPINC1
Glycine betaine	BCL2
Manganese	IDH3A
Manganese	IDH3G
Manganese	TAB1
Manganese	ARG1
Manganese	TF
Tetryzoline	ADRA1A
Alcaftadine	HRH1
Cabazitaxel	TUBA4A
Cabazitaxel	TUBB1
Human calcitonin	ACTN1
Capsaicin	TRPV1
Capsaicin	PHB2
Carglumic Acid	CPS1
Chenodeoxycholic acid	NR1H4
Chenodeoxycholic acid	NR1I2
Chenodeoxycholic acid	GPBAR1
Chenodeoxycholic acid	AKR1C2
Dalteparin	SERPINC1
Dalteparin	VEGFA
Dalteparin	TFPI
Dalteparin	SELP
Desoxycorticosterone acetate	NR3C2
Difluprednate	NR3C1
Dimercaprol	APP
Ganirelix	GNRHR
Halcinonide	SMO
Hexocyclium	CHRM1
Hexocyclium	CHRM2
Hexocyclium	CHRM3
Hexocyclium	CHRM4
Histrelin	GNRHR
Hydroxyprogesterone caproate	PGR
Lanreotide	SSTR2
Lanreotide	SSTR5
Mafenide	CA6
Methylnaltrexone	OPRM1
Methylnaltrexone	OPRK1
Nepafenac	PTGS1
Nepafenac	PTGS2
Plerixafor	CXCR4
Pralatrexate	DHFR
Pralatrexate	TYMS
Protokylol	ADRB2
Tinzaparin	SERPINC1
Tinzaparin	ITGA4
Tinzaparin	CXCL12
Triptorelin	GNRHR
5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole	LTA4H
4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID	PTPN1
(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)	GGPS1
2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE	PIK3CG
2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE	PIK3CD
2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL	ESR2
2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL	NCOA1
1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE	ESRRA
N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide	SYK
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID	CPB1
N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide	PIK3CG
N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide	PIK3C3
(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide	ADAMTS5
methyl L-phenylalaninate	F2
diethyl [(1R)-1,5-diaminopentyl]boronate	PRSS1
D-phenylalanyl-N-[(1S)-4-{[amino(iminio)methyl]amino}-1-(chloroacetyl)butyl]-L-prolinamide	F2
(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one	PDE4A
(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one	PDE4D
2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE	GNAS
2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE	ADCY2
2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE	ADCY5
4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE	CCNA2
4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE	CDK2
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide	PRSS1
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide	F2
1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine	TPSAB1
1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine	TPSAB1
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide	PRSS1
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide	F2
N-(pyridin-3-ylmethyl)aniline	LTA4H
4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE	CHEK1
N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	PRSS1
N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	F2
6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine	PLAU
6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine	PRSS1
6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE	PLAU
N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE	PLAU
N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	F2
N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	PRSS1
N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE	F2
6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE	F2
2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID	CASP3
6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID	F2
6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID	F2
3,6,9,12,15,18-HEXAOXAICOSANE	PIN1
N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide	F2
1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE	F2
17-HYDROXY-18A-HOMO-19-NOR-17ALPHA-PREGNA-4,9,11-TRIEN-3-ONE	AR
17-METHYL-17-ALPHA-DIHYDROEQUILENIN	ESR1
17-METHYL-17-ALPHA-DIHYDROEQUILENIN	NCOA2
3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE	ESR2
3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE	NCOA1
N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE	CHEK1
N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE	MAPK1
1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide	F2
5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE	NOS2
(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE	DPP4
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea	SRC
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea	MAPK14
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea	SRC
4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE	ESRRG
4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE	NRIP1
[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid	PTPN1
(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE	CDK2
5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE	CA2
(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide	MAP2K1
1-DODECANOL	FAAH
1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide	MET
3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol	PLK1
4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol	ESR1
4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol	NCOA2
N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE	REN
1-[4-(hydroxymethyl)phenyl]guanidine	PRSS8
2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL	CELA2A
4-(1-methyl-1-phenylethyl)phenol	ESRRG
(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid	PPP2R5C
(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid	PPP2CA
(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid	PPP2R1A
(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID	NCOA1
(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID	PPARG
1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide	PDE4B
D-leucyl-N-(3-chlorobenzyl)-L-prolinamide	F2
UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE	LYZ
1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE	HMOX1
N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE	NOS2
(4-fluorophenyl)(pyridin-4-yl)methanone	LTA4H
2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE	PRSS1
D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide	F2
Eribaxaban	F10
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID	CPB1
2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE	PRSS1
(2R)-2-benzyl-3-nitropropanoic acid	CPA1
3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE	LCK
(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid	PPARG
[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE	ESR2
[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE	NCOA1
[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE	ESR1
(2S)-2-{[HYDROXY(4-IODOBENZYL)PHOSPHORYL]METHYL}PENTANEDIOIC ACID	FOLH1
1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	F2
N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide	BACE1
(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)	GGPS1
10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine	PDPK1
N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide	MAPK10
N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide	F2
4-(6-HYDROXY-BENZO[D]ISOXAZOL-3-YL)BENZENE-1,3-DIOL	ESR2
4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide	KDR
N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE	DPP4
N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide	MAPK14
(Z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide	S100B
N-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-L-prolinamide	F2
(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol	ADAM17
N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide	CCNA2
N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide	CDK2
N-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2H-pyran-4-carboxamide	ADAMTS5
1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide	F2
2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE	CCNA2
2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE	CDK2
(3R)-3-ethyl-N-[(4-methylphenyl)sulfonyl]-L-aspartic acid	CELA1
2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE	FNTA
2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE	FNTB
2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE	CHURC1-FNTB
2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate	CA2
N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE	HSP90AA1
4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL	HSP90AA1
5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE	HSP90AA1
(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine	PRKACA
(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine	PKIA
5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide	HSP90AA1
(5-(aminomethyl)-2H-spiro[benzofuran-3,4'-piperidine]-1'-yl)(5-(phenylethynyl)furan-2-yl)methanone	TPSAB1
(5-(aminomethyl)-2H-spiro[benzofuran-3,4'-piperidine]-1'-yl)(5-(phenylethynyl)furan-2-yl)methanone	TPSB2
3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide	PLK1
5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE	HSP90AA1
6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE	REN
2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide	HSP90AA1
N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA	MMP8
7A-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7A-tetrahydro-1H-pyrrolo[1,2-A]pyrrole-7-carbonitrile	ITGAL
4,4'-PROPANE-2,2-DIYLDIPHENOL	ESRRG
1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA	CDK2
(2S)-1-{[5-(1H-Indazol-5-yl)-3-pyridinyl]oxy}-3-(7aH-indol-3-yl)-2-propanamine	PRKACA
5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid	HAO1
(2S)-2-(1H-indol-3-yl)hexanoic acid	SKP1
(2S)-2-(1H-indol-3-yl)pentanoic acid	SKP1
(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid	SKP1
(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol	CDK2
(1R,2R,3R,4S,5R)-4-(BENZYLAMINO)-5-(METHYLTHIO)CYCLOPENTANE-1,2,3-TRIOL	MAN2A1
2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE	PYGM
2-(4-(2-HYDROXY-3-(ISOPROPYLAMINO)PROPOXY)PHENYL)ETHANAMIDE	LTF
2-(4-(2-HYDROXY-3-(ISOPROPYLAMINO)PROPOXY)PHENYL)ETHANAMIDE	PLA2G2E
{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID	PTPRB
4-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID	UNG
N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide	MAPK14
(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone	HSD11B1
(2S,3S)-4-cyclopropyl-3-{(3R,5R)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3S)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine	DPP4
(2S,3S)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine	DPP4
N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide	MET
D-leucyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	F2
2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide	MET
N-{3-[(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide	BRAF
N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide	BRAF
(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine	NOS3
4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile	NOS2
(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	NOS2
2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-N-methylhydrazinecarbothioamide	S100B
D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide	F2
9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE	WEE1
(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	NOS2
4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PYRIMIDINE	NOS2
2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL	NCOA1
2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL	ESR2
N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	MAPK1
N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	MAPK10
(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE	NOS2
TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE	MMP13
2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole	GSK3B
(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine	DPP4
(3R)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline	F2
(5S)-2-{[(1S)-1-(4-fluorophenyl)ethyl]amino}-5-(1-hydroxy-1-methylethyl)-5-methyl-1,3-thiazol-4(5H)-one	HSD11B1
N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE	BACE1
N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide	MAPK9
(7R,8R)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine	DPP4
3-Hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate	F11
(1R)-2-{[AMINO(IMINO)METHYL]AMINO}-1-{4-[(4R)-4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL]PHENYL}ETHYL NICOTINATE	F11
2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE	CDK2
3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE	CHEK1
(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE	MMP12
D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide	F2
(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID	AKR1B1
4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]-6-METHYLPYRIMIDINE	NOS2
(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID	AKR1B1
3-Fluoro-4-{[(2R)-2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)acetyl]amino}benzoic acid	RARG
2-(4-HYDROXY-PHENYL)BENZOFURAN-5-OL	ESR2
5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE	PDPK1
