SpNotation,Cell_Line_Name,Attention,SignalingPath,Cancer_name
sp48,MCF7,0.0,p53 signaling pathway,Breast
sp1,MDA-MB-231/ATCC,0.0249204742083431,AGE-RAGE signaling pathway in diabetic complications,Breast
sp2,MDA-MB-231/ATCC,0.0223168891804388,AMPK signaling pathway,Breast
sp3,MDA-MB-231/ATCC,0.0281872899593859,Adipocytokine signaling pathway,Breast
sp4,MDA-MB-231/ATCC,0.0195161194596325,Apelin signaling pathway,Breast
sp5,MDA-MB-231/ATCC,0.0,B cell receptor signaling pathway,Breast
sp6,MDA-MB-231/ATCC,0.0403722869733794,C-type lectin receptor signaling pathway,Breast
sp7,MDA-MB-231/ATCC,0.0217692283151967,Calcium signaling pathway,Breast
sp8,MDA-MB-231/ATCC,0.0129705465679708,Chemokine signaling pathway,Breast
sp9,MDA-MB-231/ATCC,0.0,ErbB signaling pathway,Breast
sp10,MDA-MB-231/ATCC,0.0180586655991598,Estrogen signaling pathway,Breast
sp11,MDA-MB-231/ATCC,0.0,Fc epsilon RI signaling pathway,Breast
sp12,MDA-MB-231/ATCC,0.0209075331940711,FoxO signaling pathway,Breast
sp13,MDA-MB-231/ATCC,0.0,Glucagon signaling pathway,Breast
sp14,MDA-MB-231/ATCC,0.0,GnRH signaling pathway,Breast
sp15,MDA-MB-231/ATCC,0.0216042347526671,HIF-1 signaling pathway,Breast
sp16,MDA-MB-231/ATCC,0.0278484984366447,Hedgehog signaling pathway,Breast
sp17,MDA-MB-231/ATCC,0.0206955219545465,Hippo signaling pathway,Breast
sp18,MDA-MB-231/ATCC,0.0,Hippo signaling pathway - multiple species,Breast
sp19,MDA-MB-231/ATCC,0.0,IL-17 signaling pathway,Breast
sp20,MDA-MB-231/ATCC,0.0275171156670941,Insulin signaling pathway,Breast
sp21,MDA-MB-231/ATCC,0.0136125921685595,JAK-STAT signaling pathway,Breast
sp22,MDA-MB-231/ATCC,0.0160647502400647,MAPK signaling pathway,Breast
sp23,MDA-MB-231/ATCC,0.0,NF-kappa B signaling pathway,Breast
sp24,MDA-MB-231/ATCC,0.0,NOD-like receptor signaling pathway,Breast
sp25,MDA-MB-231/ATCC,0.0,Neurotrophin signaling pathway,Breast
sp26,MDA-MB-231/ATCC,0.0296992965553333,Notch signaling pathway,Breast
sp27,MDA-MB-231/ATCC,0.0263043814335835,Oxytocin signaling pathway,Breast
sp28,MDA-MB-231/ATCC,0.0147780350539237,PI3K-Akt signaling pathway,Breast
sp29,MDA-MB-231/ATCC,0.0,PPAR signaling pathway,Breast
sp30,MDA-MB-231/ATCC,0.0,Phospholipase D signaling pathway,Breast
sp31,MDA-MB-231/ATCC,0.0,Prolactin signaling pathway,Breast
sp32,MDA-MB-231/ATCC,0.0,RIG-I-like receptor signaling pathway,Breast
sp33,MDA-MB-231/ATCC,0.0130858195035138,Rap1 signaling pathway,Breast
sp34,MDA-MB-231/ATCC,0.0182260930980783,Ras signaling pathway,Breast
sp35,MDA-MB-231/ATCC,0.0228584633633432,Relaxin signaling pathway,Breast
sp36,MDA-MB-231/ATCC,0.0573112106819178,Signaling pathways regulating pluripotency of stem cells,Breast
sp37,MDA-MB-231/ATCC,0.0,Sphingolipid signaling pathway,Breast
sp38,MDA-MB-231/ATCC,0.0,T cell receptor signaling pathway,Breast
sp39,MDA-MB-231/ATCC,0.0256798235868991,TGF-beta signaling pathway,Breast
sp40,MDA-MB-231/ATCC,0.0568946678391124,TNF signaling pathway,Breast
sp41,MDA-MB-231/ATCC,0.0252666157638653,Thyroid hormone signaling pathway,Breast
sp42,MDA-MB-231/ATCC,0.0364906009885925,Toll-like receptor signaling pathway,Breast
sp43,MDA-MB-231/ATCC,0.0323361863417646,VEGF signaling pathway,Breast
sp44,MDA-MB-231/ATCC,0.0174335589629264,Wnt signaling pathway,Breast
sp45,MDA-MB-231/ATCC,0.0165899930900216,cAMP signaling pathway,Breast
sp46,MDA-MB-231/ATCC,0.0196900039076319,cGMP-PKG signaling pathway,Breast
sp47,MDA-MB-231/ATCC,0.0,mTOR signaling pathway,Breast
sp48,MDA-MB-231/ATCC,0.0100934347354426,p53 signaling pathway,Breast
sp1,MDA-MB-468,0.0295348146589705,AGE-RAGE signaling pathway in diabetic complications,Breast
sp2,MDA-MB-468,0.0213591371739882,AMPK signaling pathway,Breast
sp3,MDA-MB-468,0.0357580147363157,Adipocytokine signaling pathway,Breast
sp4,MDA-MB-468,0.019725691369638,Apelin signaling pathway,Breast
sp5,MDA-MB-468,0.0,B cell receptor signaling pathway,Breast
sp6,MDA-MB-468,0.0421267545775098,C-type lectin receptor signaling pathway,Breast
sp7,MDA-MB-468,0.0295830509197762,Calcium signaling pathway,Breast
sp8,MDA-MB-468,0.0140434377373133,Chemokine signaling pathway,Breast
sp9,MDA-MB-468,0.0,ErbB signaling pathway,Breast
sp10,MDA-MB-468,0.0234224919103597,Estrogen signaling pathway,Breast
sp11,MDA-MB-468,0.0,Fc epsilon RI signaling pathway,Breast
sp12,MDA-MB-468,0.0148190157673518,FoxO signaling pathway,Breast
sp13,MDA-MB-468,0.0,Glucagon signaling pathway,Breast
sp14,MDA-MB-468,0.0,GnRH signaling pathway,Breast
sp15,MDA-MB-468,0.0266612002494879,HIF-1 signaling pathway,Breast
sp16,MDA-MB-468,0.0254877735178902,Hedgehog signaling pathway,Breast
sp17,MDA-MB-468,0.0186058178761541,Hippo signaling pathway,Breast
sp18,MDA-MB-468,0.0,Hippo signaling pathway - multiple species,Breast
sp19,MDA-MB-468,0.0,IL-17 signaling pathway,Breast
sp20,MDA-MB-468,0.0300638774260727,Insulin signaling pathway,Breast
sp21,MDA-MB-468,0.012842459856793,JAK-STAT signaling pathway,Breast
sp22,MDA-MB-468,0.016931239867755,MAPK signaling pathway,Breast
sp23,MDA-MB-468,0.0,NF-kappa B signaling pathway,Breast
sp24,MDA-MB-468,0.0,NOD-like receptor signaling pathway,Breast
sp25,MDA-MB-468,0.0216341417529238,Neurotrophin signaling pathway,Breast
sp26,MDA-MB-468,0.0,Notch signaling pathway,Breast
sp27,MDA-MB-468,0.0376066906862222,Oxytocin signaling pathway,Breast
sp28,MDA-MB-468,0.0158254040552661,PI3K-Akt signaling pathway,Breast
sp29,MDA-MB-468,0.0,PPAR signaling pathway,Breast
sp30,MDA-MB-468,0.0,Phospholipase D signaling pathway,Breast
sp31,MDA-MB-468,0.0,Prolactin signaling pathway,Breast
sp32,MDA-MB-468,0.0,RIG-I-like receptor signaling pathway,Breast
sp33,MDA-MB-468,0.0135048685709025,Rap1 signaling pathway,Breast
sp34,MDA-MB-468,0.0217854790016943,Ras signaling pathway,Breast
sp35,MDA-MB-468,0.026159774728115,Relaxin signaling pathway,Breast
sp36,MDA-MB-468,0.0,Signaling pathways regulating pluripotency of stem cells,Breast
sp37,MDA-MB-468,0.0,Sphingolipid signaling pathway,Breast
sp38,MDA-MB-468,0.0,T cell receptor signaling pathway,Breast
sp39,MDA-MB-468,0.0305814716164127,TGF-beta signaling pathway,Breast
sp40,MDA-MB-468,0.0,TNF signaling pathway,Breast
sp41,MDA-MB-468,0.0197526516121453,Thyroid hormone signaling pathway,Breast
sp42,MDA-MB-468,0.0374905120162962,Toll-like receptor signaling pathway,Breast
sp43,MDA-MB-468,0.0312559830151922,VEGF signaling pathway,Breast
sp44,MDA-MB-468,0.0128936699445243,Wnt signaling pathway,Breast
sp45,MDA-MB-468,0.012954276483555,cAMP signaling pathway,Breast
sp46,MDA-MB-468,0.0199458860386144,cGMP-PKG signaling pathway,Breast
sp47,MDA-MB-468,0.0,mTOR signaling pathway,Breast
sp48,MDA-MB-468,0.010746041403907,p53 signaling pathway,Breast
sp1,NCI-H23,0.0291200744682842,AGE-RAGE signaling pathway in diabetic complications,Lung
sp2,NCI-H23,0.0202003061119434,AMPK signaling pathway,Lung
sp3,NCI-H23,0.0362005667201754,Adipocytokine signaling pathway,Lung
sp4,NCI-H23,0.0197539100312979,Apelin signaling pathway,Lung
sp5,NCI-H23,0.0,B cell receptor signaling pathway,Lung
sp6,NCI-H23,0.0381661685073912,C-type lectin receptor signaling pathway,Lung
sp7,NCI-H23,0.0276334720345417,Calcium signaling pathway,Lung
sp8,NCI-H23,0.0166399777562808,Chemokine signaling pathway,Lung
sp9,NCI-H23,0.0,ErbB signaling pathway,Lung
sp10,NCI-H23,0.0221132263323638,Estrogen signaling pathway,Lung
sp11,NCI-H23,0.0,Fc epsilon RI signaling pathway,Lung
sp12,NCI-H23,0.0171315704549999,FoxO signaling pathway,Lung
sp13,NCI-H23,0.0,Glucagon signaling pathway,Lung
sp14,NCI-H23,0.0,GnRH signaling pathway,Lung
sp15,NCI-H23,0.0215434996251275,HIF-1 signaling pathway,Lung
sp16,NCI-H23,0.0272279141359395,Hedgehog signaling pathway,Lung
sp17,NCI-H23,0.0197828792426061,Hippo signaling pathway,Lung
sp18,NCI-H23,0.0,Hippo signaling pathway - multiple species,Lung
sp19,NCI-H23,0.0,IL-17 signaling pathway,Lung
sp20,NCI-H23,0.0350917339390696,Insulin signaling pathway,Lung
sp21,NCI-H23,0.0138535959323699,JAK-STAT signaling pathway,Lung
sp22,NCI-H23,0.0164565216993596,MAPK signaling pathway,Lung
sp23,NCI-H23,0.0,NF-kappa B signaling pathway,Lung
sp24,NCI-H23,0.0,NOD-like receptor signaling pathway,Lung
sp25,NCI-H23,0.0,Neurotrophin signaling pathway,Lung
sp26,NCI-H23,0.0,Notch signaling pathway,Lung
sp27,NCI-H23,0.0291399367908061,Oxytocin signaling pathway,Lung
sp28,NCI-H23,0.0142718852298371,PI3K-Akt signaling pathway,Lung
sp29,NCI-H23,0.0,PPAR signaling pathway,Lung
sp30,NCI-H23,0.0,Phospholipase D signaling pathway,Lung
sp31,NCI-H23,0.0,Prolactin signaling pathway,Lung
sp32,NCI-H23,0.0,RIG-I-like receptor signaling pathway,Lung
sp33,NCI-H23,0.0157060444836691,Rap1 signaling pathway,Lung
sp34,NCI-H23,0.0198177414080697,Ras signaling pathway,Lung
sp35,NCI-H23,0.0,Relaxin signaling pathway,Lung
sp36,NCI-H23,0.0401216448398844,Signaling pathways regulating pluripotency of stem cells,Lung
sp37,NCI-H23,0.0465490188631438,Sphingolipid signaling pathway,Lung
sp38,NCI-H23,0.0,T cell receptor signaling pathway,Lung
sp39,NCI-H23,0.0,TGF-beta signaling pathway,Lung
sp40,NCI-H23,0.0,TNF signaling pathway,Lung
sp41,NCI-H23,0.0215768840560156,Thyroid hormone signaling pathway,Lung
sp42,NCI-H23,0.0462419122929761,Toll-like receptor signaling pathway,Lung
sp43,NCI-H23,0.0369805160208147,VEGF signaling pathway,Lung
sp44,NCI-H23,0.0166402159689962,Wnt signaling pathway,Lung
sp45,NCI-H23,0.0193897764175313,cAMP signaling pathway,Lung
sp46,NCI-H23,0.0295552228572758,cGMP-PKG signaling pathway,Lung
sp47,NCI-H23,0.0248942731576972,mTOR signaling pathway,Lung
sp48,NCI-H23,0.0,p53 signaling pathway,Lung
sp1,NCI-H460,0.0285569418210293,AGE-RAGE signaling pathway in diabetic complications,Lung
sp2,NCI-H460,0.0236878775844269,AMPK signaling pathway,Lung
sp3,NCI-H460,0.0324167200524561,Adipocytokine signaling pathway,Lung
sp4,NCI-H460,0.0184551016009559,Apelin signaling pathway,Lung
sp5,NCI-H460,0.0,B cell receptor signaling pathway,Lung
sp6,NCI-H460,0.0387976822240948,C-type lectin receptor signaling pathway,Lung
sp7,NCI-H460,0.0221870628960512,Calcium signaling pathway,Lung
sp8,NCI-H460,0.0129451014048766,Chemokine signaling pathway,Lung
sp9,NCI-H460,0.0,ErbB signaling pathway,Lung
sp10,NCI-H460,0.0283837883203008,Estrogen signaling pathway,Lung
sp11,NCI-H460,0.0558672993876518,Fc epsilon RI signaling pathway,Lung
sp12,NCI-H460,0.0157994715685365,FoxO signaling pathway,Lung
sp13,NCI-H460,0.0,Glucagon signaling pathway,Lung
sp14,NCI-H460,0.0549880179955828,GnRH signaling pathway,Lung
sp15,NCI-H460,0.0208677761023445,HIF-1 signaling pathway,Lung
sp16,NCI-H460,0.0390509352120129,Hedgehog signaling pathway,Lung
sp17,NCI-H460,0.019852763340393,Hippo signaling pathway,Lung
sp18,NCI-H460,0.0,Hippo signaling pathway - multiple species,Lung
sp19,NCI-H460,0.0,IL-17 signaling pathway,Lung
sp20,NCI-H460,0.0369688197411622,Insulin signaling pathway,Lung
sp21,NCI-H460,0.0129393874669902,JAK-STAT signaling pathway,Lung
sp22,NCI-H460,0.0166340841289431,MAPK signaling pathway,Lung
sp23,NCI-H460,0.0300880410864999,NF-kappa B signaling pathway,Lung
sp24,NCI-H460,0.0619006877405827,NOD-like receptor signaling pathway,Lung
sp25,NCI-H460,0.027086805532927,Neurotrophin signaling pathway,Lung
sp26,NCI-H460,0.0,Notch signaling pathway,Lung
sp27,NCI-H460,0.0,Oxytocin signaling pathway,Lung
sp28,NCI-H460,0.0200538207344283,PI3K-Akt signaling pathway,Lung
sp29,NCI-H460,0.0,PPAR signaling pathway,Lung
sp30,NCI-H460,0.041111285242405,Phospholipase D signaling pathway,Lung
sp31,NCI-H460,0.0380527243733991,Prolactin signaling pathway,Lung
sp32,NCI-H460,0.0640383747046153,RIG-I-like receptor signaling pathway,Lung
sp33,NCI-H460,0.0281544240678305,Rap1 signaling pathway,Lung
sp34,NCI-H460,0.0,Ras signaling pathway,Lung
sp35,NCI-H460,0.0201182076978683,Relaxin signaling pathway,Lung
sp36,NCI-H460,0.0448169454642335,Signaling pathways regulating pluripotency of stem cells,Lung
sp37,NCI-H460,0.0484021334502898,Sphingolipid signaling pathway,Lung
sp38,NCI-H460,0.0537353623750638,T cell receptor signaling pathway,Lung
sp39,NCI-H460,0.0369955742713784,TGF-beta signaling pathway,Lung
sp40,NCI-H460,0.0,TNF signaling pathway,Lung
sp41,NCI-H460,0.0,Thyroid hormone signaling pathway,Lung
sp42,NCI-H460,0.0343208986718354,Toll-like receptor signaling pathway,Lung
sp43,NCI-H460,0.0371250097866021,VEGF signaling pathway,Lung
sp44,NCI-H460,0.0173729535108153,Wnt signaling pathway,Lung
sp45,NCI-H460,0.0165796239983016,cAMP signaling pathway,Lung
sp46,NCI-H460,0.0309000097997638,cGMP-PKG signaling pathway,Lung
sp47,NCI-H460,0.0161332183901766,mTOR signaling pathway,Lung
sp48,NCI-H460,0.0239683943162068,p53 signaling pathway,Lung
sp1,NCI-H522,0.0257143933413725,AGE-RAGE signaling pathway in diabetic complications,Lung
sp2,NCI-H522,0.0174602164740346,AMPK signaling pathway,Lung
sp3,NCI-H522,0.0,Adipocytokine signaling pathway,Lung
sp4,NCI-H522,0.0177667516155517,Apelin signaling pathway,Lung
sp5,NCI-H522,0.0,B cell receptor signaling pathway,Lung
sp6,NCI-H522,0.0515702194303278,C-type lectin receptor signaling pathway,Lung
sp7,NCI-H522,0.0640752360628214,Calcium signaling pathway,Lung
sp8,NCI-H522,0.0135603533658812,Chemokine signaling pathway,Lung
sp9,NCI-H522,0.0,ErbB signaling pathway,Lung
sp10,NCI-H522,0.0,Estrogen signaling pathway,Lung
sp11,NCI-H522,0.0,Fc epsilon RI signaling pathway,Lung
sp12,NCI-H522,0.0228812334530996,FoxO signaling pathway,Lung
sp13,NCI-H522,0.0319773345608163,Glucagon signaling pathway,Lung
sp14,NCI-H522,0.0557854793681481,GnRH signaling pathway,Lung
sp15,NCI-H522,0.0227744926879325,HIF-1 signaling pathway,Lung
sp16,NCI-H522,0.0,Hedgehog signaling pathway,Lung
sp17,NCI-H522,0.0137671067811385,Hippo signaling pathway,Lung
sp18,NCI-H522,0.0,Hippo signaling pathway - multiple species,Lung
sp19,NCI-H522,0.0228902215915172,IL-17 signaling pathway,Lung
sp20,NCI-H522,0.0353968273843259,Insulin signaling pathway,Lung
sp21,NCI-H522,0.0,JAK-STAT signaling pathway,Lung
sp22,NCI-H522,0.0196560138915985,MAPK signaling pathway,Lung
sp23,NCI-H522,0.0341047420112765,NF-kappa B signaling pathway,Lung
sp24,NCI-H522,0.0,NOD-like receptor signaling pathway,Lung
sp25,NCI-H522,0.0227906591026002,Neurotrophin signaling pathway,Lung
sp26,NCI-H522,0.0,Notch signaling pathway,Lung
sp27,NCI-H522,0.024907819859205,Oxytocin signaling pathway,Lung
sp28,NCI-H522,0.0142932079346511,PI3K-Akt signaling pathway,Lung
sp29,NCI-H522,0.0229618902130657,PPAR signaling pathway,Lung
sp30,NCI-H522,0.1062098745383333,Phospholipase D signaling pathway,Lung
sp31,NCI-H522,0.0,Prolactin signaling pathway,Lung
sp32,NCI-H522,0.0,RIG-I-like receptor signaling pathway,Lung
sp33,NCI-H522,0.0249450449694158,Rap1 signaling pathway,Lung
sp34,NCI-H522,0.0199194433129651,Ras signaling pathway,Lung
sp35,NCI-H522,0.0277566006852859,Relaxin signaling pathway,Lung
sp36,NCI-H522,0.0,Signaling pathways regulating pluripotency of stem cells,Lung
sp37,NCI-H522,0.0,Sphingolipid signaling pathway,Lung
sp38,NCI-H522,0.0,T cell receptor signaling pathway,Lung
sp39,NCI-H522,0.0,TGF-beta signaling pathway,Lung
sp40,NCI-H522,0.0,TNF signaling pathway,Lung
sp41,NCI-H522,0.0,Thyroid hormone signaling pathway,Lung
sp42,NCI-H522,0.0363058177766206,Toll-like receptor signaling pathway,Lung
sp43,NCI-H522,0.0593493079192499,VEGF signaling pathway,Lung
sp44,NCI-H522,0.0185837066436064,Wnt signaling pathway,Lung
sp45,NCI-H522,0.0172908857829465,cAMP signaling pathway,Lung
sp46,NCI-H522,0.0338970329051906,cGMP-PKG signaling pathway,Lung
sp47,NCI-H522,0.0258183896021491,mTOR signaling pathway,Lung
sp48,NCI-H522,0.0,p53 signaling pathway,Lung
sp1,OVCAR-3,0.0321211325334803,AGE-RAGE signaling pathway in diabetic complications,Ovarian
sp2,OVCAR-3,0.016036400122668,AMPK signaling pathway,Ovarian
sp3,OVCAR-3,0.0509454635267187,Adipocytokine signaling pathway,Ovarian
sp4,OVCAR-3,0.0208503424978726,Apelin signaling pathway,Ovarian
sp5,OVCAR-3,0.0,B cell receptor signaling pathway,Ovarian
sp6,OVCAR-3,0.043804970411164,C-type lectin receptor signaling pathway,Ovarian
sp7,OVCAR-3,0.0248336779779032,Calcium signaling pathway,Ovarian
sp8,OVCAR-3,0.0139315733413869,Chemokine signaling pathway,Ovarian
sp9,OVCAR-3,0.0,ErbB signaling pathway,Ovarian
sp10,OVCAR-3,0.0244516904319764,Estrogen signaling pathway,Ovarian
sp11,OVCAR-3,0.0767698120810344,Fc epsilon RI signaling pathway,Ovarian
sp12,OVCAR-3,0.0203879456362543,FoxO signaling pathway,Ovarian
sp13,OVCAR-3,0.0,Glucagon signaling pathway,Ovarian
sp14,OVCAR-3,0.0579047957667177,GnRH signaling pathway,Ovarian
sp15,OVCAR-3,0.0232327031250409,HIF-1 signaling pathway,Ovarian
sp16,OVCAR-3,0.0,Hedgehog signaling pathway,Ovarian
sp17,OVCAR-3,0.0172910133623552,Hippo signaling pathway,Ovarian
sp18,OVCAR-3,0.0,Hippo signaling pathway - multiple species,Ovarian
sp19,OVCAR-3,0.0,IL-17 signaling pathway,Ovarian
sp20,OVCAR-3,0.0,Insulin signaling pathway,Ovarian
sp21,OVCAR-3,0.0144258515858846,JAK-STAT signaling pathway,Ovarian
sp22,OVCAR-3,0.0173761497448005,MAPK signaling pathway,Ovarian
sp23,OVCAR-3,0.0,NF-kappa B signaling pathway,Ovarian
sp24,OVCAR-3,0.0,NOD-like receptor signaling pathway,Ovarian
sp25,OVCAR-3,0.0,Neurotrophin signaling pathway,Ovarian
sp26,OVCAR-3,0.0,Notch signaling pathway,Ovarian
sp27,OVCAR-3,0.0365604523370353,Oxytocin signaling pathway,Ovarian
sp28,OVCAR-3,0.0138504982650535,PI3K-Akt signaling pathway,Ovarian
sp29,OVCAR-3,0.0,PPAR signaling pathway,Ovarian
sp30,OVCAR-3,0.0,Phospholipase D signaling pathway,Ovarian
sp31,OVCAR-3,0.0,Prolactin signaling pathway,Ovarian
sp32,OVCAR-3,0.0,RIG-I-like receptor signaling pathway,Ovarian
sp33,OVCAR-3,0.0126151873358887,Rap1 signaling pathway,Ovarian
sp34,OVCAR-3,0.0183124881616095,Ras signaling pathway,Ovarian
sp35,OVCAR-3,0.0,Relaxin signaling pathway,Ovarian
sp36,OVCAR-3,0.049206752721954,Signaling pathways regulating pluripotency of stem cells,Ovarian
sp37,OVCAR-3,0.0434211705721604,Sphingolipid signaling pathway,Ovarian
sp38,OVCAR-3,0.0,T cell receptor signaling pathway,Ovarian
sp39,OVCAR-3,0.0,TGF-beta signaling pathway,Ovarian
sp40,OVCAR-3,0.0,TNF signaling pathway,Ovarian
sp41,OVCAR-3,0.0231654297678017,Thyroid hormone signaling pathway,Ovarian
sp42,OVCAR-3,0.0367279360857875,Toll-like receptor signaling pathway,Ovarian
sp43,OVCAR-3,0.0490069835858024,VEGF signaling pathway,Ovarian
sp44,OVCAR-3,0.0196844370358222,Wnt signaling pathway,Ovarian
sp45,OVCAR-3,0.018870310502833,cAMP signaling pathway,Ovarian
sp46,OVCAR-3,0.0323807736854491,cGMP-PKG signaling pathway,Ovarian
sp47,OVCAR-3,0.0259485922189365,mTOR signaling pathway,Ovarian
sp48,OVCAR-3,0.0208189617280924,p53 signaling pathway,Ovarian
sp1,OVCAR-4,0.0226027309997695,AGE-RAGE signaling pathway in diabetic complications,Ovarian
sp2,OVCAR-4,0.0148758916075182,AMPK signaling pathway,Ovarian
sp3,OVCAR-4,0.0426162782559183,Adipocytokine signaling pathway,Ovarian
sp4,OVCAR-4,0.0213079885274035,Apelin signaling pathway,Ovarian
sp5,OVCAR-4,0.0,B cell receptor signaling pathway,Ovarian
sp6,OVCAR-4,0.0422568868546368,C-type lectin receptor signaling pathway,Ovarian
sp7,OVCAR-4,0.051865435787749,Calcium signaling pathway,Ovarian
sp8,OVCAR-4,0.0152529262557732,Chemokine signaling pathway,Ovarian
sp9,OVCAR-4,0.0,ErbB signaling pathway,Ovarian
sp10,OVCAR-4,0.0,Estrogen signaling pathway,Ovarian
sp11,OVCAR-4,0.0441249795973134,Fc epsilon RI signaling pathway,Ovarian
sp12,OVCAR-4,0.0179735415480511,FoxO signaling pathway,Ovarian
sp13,OVCAR-4,0.0241606753247681,Glucagon signaling pathway,Ovarian
sp14,OVCAR-4,0.0,GnRH signaling pathway,Ovarian
sp15,OVCAR-4,0.0211744728675651,HIF-1 signaling pathway,Ovarian
sp16,OVCAR-4,0.0,Hedgehog signaling pathway,Ovarian
sp17,OVCAR-4,0.0130563050614618,Hippo signaling pathway,Ovarian
sp18,OVCAR-4,0.0571245684642404,Hippo signaling pathway - multiple species,Ovarian
sp19,OVCAR-4,0.0311414205619444,IL-17 signaling pathway,Ovarian
sp20,OVCAR-4,0.0,Insulin signaling pathway,Ovarian
sp21,OVCAR-4,0.0,JAK-STAT signaling pathway,Ovarian
sp22,OVCAR-4,0.016239664353867,MAPK signaling pathway,Ovarian
sp23,OVCAR-4,0.0276195203808485,NF-kappa B signaling pathway,Ovarian
sp24,OVCAR-4,0.0,NOD-like receptor signaling pathway,Ovarian
sp25,OVCAR-4,0.0,Neurotrophin signaling pathway,Ovarian
sp26,OVCAR-4,0.0,Notch signaling pathway,Ovarian
sp27,OVCAR-4,0.036892705539811,Oxytocin signaling pathway,Ovarian
sp28,OVCAR-4,0.0260995267074036,PI3K-Akt signaling pathway,Ovarian
sp29,OVCAR-4,0.0238095345215244,PPAR signaling pathway,Ovarian
sp30,OVCAR-4,0.0560533707404697,Phospholipase D signaling pathway,Ovarian
sp31,OVCAR-4,0.0,Prolactin signaling pathway,Ovarian
sp32,OVCAR-4,0.0,RIG-I-like receptor signaling pathway,Ovarian
sp33,OVCAR-4,0.0218549579315791,Rap1 signaling pathway,Ovarian
sp34,OVCAR-4,0.0179743599869927,Ras signaling pathway,Ovarian
sp35,OVCAR-4,0.0300123757572324,Relaxin signaling pathway,Ovarian
sp36,OVCAR-4,0.0,Signaling pathways regulating pluripotency of stem cells,Ovarian
sp37,OVCAR-4,0.0,Sphingolipid signaling pathway,Ovarian
sp38,OVCAR-4,0.0,T cell receptor signaling pathway,Ovarian
sp39,OVCAR-4,0.0,TGF-beta signaling pathway,Ovarian
sp40,OVCAR-4,0.0,TNF signaling pathway,Ovarian
sp41,OVCAR-4,0.0190646806083981,Thyroid hormone signaling pathway,Ovarian
sp42,OVCAR-4,0.0472369332399999,Toll-like receptor signaling pathway,Ovarian
sp43,OVCAR-4,0.0353390461731972,VEGF signaling pathway,Ovarian
sp44,OVCAR-4,0.0145185375068578,Wnt signaling pathway,Ovarian
sp45,OVCAR-4,0.0,cAMP signaling pathway,Ovarian
sp46,OVCAR-4,0.0230092105846706,cGMP-PKG signaling pathway,Ovarian
sp47,OVCAR-4,0.0,mTOR signaling pathway,Ovarian
sp48,OVCAR-4,0.0199064431390295,p53 signaling pathway,Ovarian
sp1,OVCAR-8,0.0231325419857068,AGE-RAGE signaling pathway in diabetic complications,Ovarian
sp2,OVCAR-8,0.020472116211017,AMPK signaling pathway,Ovarian
sp3,OVCAR-8,0.0359472066651754,Adipocytokine signaling pathway,Ovarian
sp4,OVCAR-8,0.0198491636417247,Apelin signaling pathway,Ovarian
sp5,OVCAR-8,0.0,B cell receptor signaling pathway,Ovarian
sp6,OVCAR-8,0.0366827048805742,C-type lectin receptor signaling pathway,Ovarian
sp7,OVCAR-8,0.0312671238991778,Calcium signaling pathway,Ovarian
sp8,OVCAR-8,0.013155833469886,Chemokine signaling pathway,Ovarian
sp9,OVCAR-8,0.0,ErbB signaling pathway,Ovarian
sp10,OVCAR-8,0.022724799128111,Estrogen signaling pathway,Ovarian
sp11,OVCAR-8,0.0,Fc epsilon RI signaling pathway,Ovarian
sp12,OVCAR-8,0.0228835553083658,FoxO signaling pathway,Ovarian
sp13,OVCAR-8,0.0,Glucagon signaling pathway,Ovarian
sp14,OVCAR-8,0.0,GnRH signaling pathway,Ovarian
sp15,OVCAR-8,0.0240551962244974,HIF-1 signaling pathway,Ovarian
sp16,OVCAR-8,0.0254924484229957,Hedgehog signaling pathway,Ovarian
sp17,OVCAR-8,0.017768163332246,Hippo signaling pathway,Ovarian
sp18,OVCAR-8,0.0,Hippo signaling pathway - multiple species,Ovarian
sp19,OVCAR-8,0.0,IL-17 signaling pathway,Ovarian
sp20,OVCAR-8,0.0300981217057415,Insulin signaling pathway,Ovarian
sp21,OVCAR-8,0.0167808485353089,JAK-STAT signaling pathway,Ovarian
sp22,OVCAR-8,0.0182195693559783,MAPK signaling pathway,Ovarian
sp23,OVCAR-8,0.0,NF-kappa B signaling pathway,Ovarian
sp24,OVCAR-8,0.0,NOD-like receptor signaling pathway,Ovarian
sp25,OVCAR-8,0.0151574970595293,Neurotrophin signaling pathway,Ovarian
sp26,OVCAR-8,0.0,Notch signaling pathway,Ovarian
sp27,OVCAR-8,0.0236795805606724,Oxytocin signaling pathway,Ovarian
sp28,OVCAR-8,0.0151703105051932,PI3K-Akt signaling pathway,Ovarian
sp29,OVCAR-8,0.0,PPAR signaling pathway,Ovarian
sp30,OVCAR-8,0.0,Phospholipase D signaling pathway,Ovarian
sp31,OVCAR-8,0.0,Prolactin signaling pathway,Ovarian
sp32,OVCAR-8,0.0,RIG-I-like receptor signaling pathway,Ovarian
sp33,OVCAR-8,0.0201338017696682,Rap1 signaling pathway,Ovarian
sp34,OVCAR-8,0.0206223835098644,Ras signaling pathway,Ovarian
sp35,OVCAR-8,0.0223234814252339,Relaxin signaling pathway,Ovarian
sp36,OVCAR-8,0.03788306634703,Signaling pathways regulating pluripotency of stem cells,Ovarian
sp37,OVCAR-8,0.0,Sphingolipid signaling pathway,Ovarian
